C,SETP.WORLD,DVD_DISPATCHPRICE,AEMO,PUBLIC,2025/03/14,22:46:04,001741956364795,MONTHLY_ARCHIVE,001741956364795
I,DISPATCH,PRICE,5,SETTLEMENTDATE,RUNNO,REGIONID,DISPATCHINTERVAL,INTERVENTION,RRP,EEP,ROP,APCFLAG,MARKETSUSPENDEDFLAG,LASTCHANGED,RAISE6SECRRP,RAISE6SECROP,RAISE6SECAPCFLAG,RAISE60SECRRP,RAISE60SECROP,RAISE60SECAPCFLAG,RAISE5MINRRP,RAISE5MINROP,RAISE5MINAPCFLAG,RAISEREGRRP,RAISEREGROP,RAISEREGAPCFLAG,LOWER6SECRRP,LOWER6SECROP,LOWER6SECAPCFLAG,LOWER60SECRRP,LOWER60SECROP,LOWER60SECAPCFLAG,LOWER5MINRRP,LOWER5MINROP,LOWER5MINAPCFLAG,LOWERREGRRP,LOWERREGROP,LOWERREGAPCFLAG,PRICE_STATUS,PRE_AP_ENERGY_PRICE,PRE_AP_RAISE6_PRICE,PRE_AP_RAISE60_PRICE,PRE_AP_RAISE5MIN_PRICE,PRE_AP_RAISEREG_PRICE,PRE_AP_LOWER6_PRICE,PRE_AP_LOWER60_PRICE,PRE_AP_LOWER5MIN_PRICE,PRE_AP_LOWERREG_PRICE,CUMUL_PRE_AP_ENERGY_PRICE,CUMUL_PRE_AP_RAISE6_PRICE,CUMUL_PRE_AP_RAISE60_PRICE,CUMUL_PRE_AP_RAISE5MIN_PRICE,CUMUL_PRE_AP_RAISEREG_PRICE,CUMUL_PRE_AP_LOWER6_PRICE,CUMUL_PRE_AP_LOWER60_PRICE,CUMUL_PRE_AP_LOWER5MIN_PRICE,CUMUL_PRE_AP_LOWERREG_PRICE,OCD_STATUS,MII_STATUS,RAISE1SECRRP,RAISE1SECROP,RAISE1SECAPCFLAG,LOWER1SECRRP,LOWER1SECROP,LOWER1SECAPCFLAG,PRE_AP_RAISE1_PRICE,PRE_AP_LOWER1_PRICE,CUMUL_PRE_AP_RAISE1_PRICE,CUMUL_PRE_AP_LOWER1_PRICE
D,DISPATCH,PRICE,5,"2025/02/01 00:15:00",1,NSW1,20250131243,0,75.90025,0,75.90025,0,0,"2025/02/01 00:10:04",0.05,0.05,0,0.05,0.05,0,0.1,0.1,0,5,5,0,0.1,0.1,0,0.39,0.39,0,0.02,0.02,0,0.02,0.02,0,FIRM,75.90025,0.05,0.05,0.1,5,0.1,0.39,0.02,0.02,124307.35894,177.57626,144.16,236.42552,12545.08703,279.23,1186.27383,232.74014,5148.4823,NOT_OCD,NOT_MII,0.1,0.1,0,0,0,0,0.1,0,311.7,0.06
D,DISPATCH,PRICE,5,"2025/02/01 00:15:00",1,QLD1,20250131243,0,86.83008,0,86.83008,0,0,"2025/02/01 00:10:04",0.05,0.05,0,0.05,0.05,0,0.1,0.1,0,5,5,0,0.1,0.1,0,0.39,0.39,0,0.02,0.02,0,0.02,0.02,0,FIRM,86.83008,0.05,0.05,0.1,5,0.1,0.39,0.02,0.02,147778.71944,177.57626,144.16,236.42552,12545.08703,279.23,1186.27383,232.74014,5148.4823,NOT_OCD,NOT_MII,0.1,0.1,0,0,0,0,0.1,0,311.7,0.06
D,DISPATCH,PRICE,5,"2025/02/01 00:15:00",1,SA1,20250131243,0,66.46767,0,66.46767,0,0,"2025/02/01 00:10:04",0.05,0.05,0,0.05,0.05,0,0.1,0.1,0,5,5,0,0.1,0.1,0,0.39,0.39,0,0.02,0.02,0,0.02,0.02,0,FIRM,66.46767,0.05,0.05,0.1,5,0.1,0.39,0.02,0.02,31138.70041,177.57626,144.16,236.42552,12545.08703,279.23,1186.27383,232.74014,5148.4823,NOT_OCD,NOT_MII,0.1,0.1,0,0,0,0,0.1,0,311.7,0.06
D,DISPATCH,PRICE,5,"2025/02/01 00:15:00",1,TAS1,20250131243,0,130.02847,0,130.02847,0,0,"2025/02/01 00:10:04",0.38,0.38,0,0.38,0.38,0,0.1,0.1,0,7.64,7.64,0,0.1,0.1,0,0.38,0.38,0,0,0,0,3.88,3.88,0,FIRM,130.02847,0.38,0.38,0.1,7.64,0.1,0.38,0,3.88,205570.17669,761.1659,805.73944,240.47552,16294.95798,290.08532,823.67352,94.20155,18691.41822,NOT_OCD,NOT_MII,0.1,0.1,0,0,0,0,0.1,0,311.31,0.06
D,DISPATCH,PRICE,5,"2025/02/01 00:15:00",1,VIC1,20250131243,0,65.04159,0,65.04159,0,0,"2025/02/01 00:10:04",0.05,0.05,0,0.05,0.05,0,0.1,0.1,0,5,5,0,0.1,0.1,0,0.39,0.39,0,0.02,0.02,0,0.02,0.02,0,FIRM,65.04159,0.05,0.05,0.1,5,0.1,0.39,0.02,0.02,51947.85419,177.57626,144.16,236.42552,12545.08703,279.23,1186.27383,232.74014,5148.4823,NOT_OCD,NOT_MII,0.1,0.1,0,0,0,0,0.1,0,311.7,0.06
D,DISPATCH,PRICE,5,"2025/02/01 00:20:00",1,NSW1,20250131244,0,76.00003,0,76.00003,0,0,"2025/02/01 00:15:03",0.01,0.01,0,0.01,0.01,0,0.09,0.09,0,3.38,3.38,0,0.1,0.1,0,0.39,0.39,0,0.05,0.05,0,2.26,2.26,0,FIRM,76.00003,0.01,0.01,0.09,3.38,0.1,0.39,0.05,2.26,124301.70965,177.48626,144.07,236.41552,12542.71703,279.3,1186.56383,232.79014,5144.7423,NOT_OCD,NOT_MII,0.04,0.04,0,0,0,0,0.04,0,311.69,0.06
D,DISPATCH,PRICE,5,"2025/02/01 00:20:00",1,QLD1,20250131244,0,86.83008,0,86.83008,0,0,"2025/02/01 00:15:03",0.01,0.01,0,0.01,0.01,0,0.09,0.09,0,3.38,3.38,0,0.1,0.1,0,0.39,0.39,0,0.05,0.05,0,2.26,2.26,0,FIRM,86.83008,0.01,0.01,0.09,3.38,0.1,0.39,0.05,2.26,147772.36539,177.48626,144.07,236.41552,12542.71703,279.3,1186.56383,232.79014,5144.7423,NOT_OCD,NOT_MII,0.04,0.04,0,0,0,0,0.04,0,311.69,0.06
D,DISPATCH,PRICE,5,"2025/02/01 00:20:00",1,SA1,20250131244,0,66.46312,0,66.46312,0,0,"2025/02/01 00:15:03",0.01,0.01,0,0.01,0.01,0,0.09,0.09,0,3.38,3.38,0,0.1,0.1,0,0.39,0.39,0,0.05,0.05,0,2.26,2.26,0,FIRM,66.46312,0.01,0.01,0.09,3.38,0.1,0.39,0.05,2.26,31080.79643,177.48626,144.07,236.41552,12542.71703,279.3,1186.56383,232.79014,5144.7423,NOT_OCD,NOT_MII,0.04,0.04,0,0,0,0,0.04,0,311.69,0.06
D,DISPATCH,PRICE,5,"2025/02/01 00:20:00",1,TAS1,20250131244,0,130.02847,0,130.02847,0,0,"2025/02/01 00:15:03",0.38,0.38,0,0.38,0.38,0,0.09,0.09,0,7.64,7.64,0,0.1,0.1,0,0.38,0.38,0,0,0,0,3.88,3.88,0,FIRM,130.02847,0.38,0.38,0.09,7.64,0.1,0.38,0,3.88,205580.12516,761.4459,806.01944,240.46552,16295.41798,290.15532,823.95352,94.20155,18692.99822,NOT_OCD,NOT_MII,0.04,0.04,0,0,0,0,0.04,0,311.3,0.06
D,DISPATCH,PRICE,5,"2025/02/01 00:20:00",1,VIC1,20250131244,0,65.1881,0,65.1881,0,0,"2025/02/01 00:15:03",0.01,0.01,0,0.01,0.01,0,0.09,0.09,0,3.38,3.38,0,0.1,0.1,0,0.39,0.39,0,0.05,0.05,0,2.26,2.26,0,FIRM,65.1881,0.01,0.01,0.09,3.38,0.1,0.39,0.05,2.26,51900.28416,177.48626,144.07,236.41552,12542.71703,279.3,1186.56383,232.79014,5144.7423,NOT_OCD,NOT_MII,0.04,0.04,0,0,0,0,0.04,0,311.69,0.06
D,DISPATCH,PRICE,5,"2025/02/01 00:25:00",1,NSW1,20250131245,0,75.89975,0,75.89975,0,0,"2025/02/01 00:20:03",0.01,0.01,0,0.01,0.01,0,0.05,0.05,0,3.38,3.38,0,0.1,0.1,0,0.39,0.39,0,0,0,0,0,0,0,FIRM,75.89975,0.01,0.01,0.05,3.38,0.1,0.39,0,0,124298.90001,177.39626,143.98,236.36552,12542.47703,279.02,1186.57383,232.78014,5143.7423,NOT_OCD,NOT_MII,0.04,0.04,0,0,0,0,0.04,0,311.69,0.06
D,DISPATCH,PRICE,5,"2025/02/01 00:25:00",1,QLD1,20250131245,0,86.15736,0,86.15736,0,0,"2025/02/01 00:20:03",0.01,0.01,0,0.01,0.01,0,0.05,0.05,0,3.38,3.38,0,0.1,0.1,0,0.39,0.39,0,0,0,0,0,0,0,FIRM,86.15736,0.01,0.01,0.05,3.38,0.1,0.39,0,0,147768.79275,177.39626,143.98,236.36552,12542.47703,279.02,1186.57383,232.78014,5143.7423,NOT_OCD,NOT_MII,0.04,0.04,0,0,0,0,0.04,0,311.69,0.06
D,DISPATCH,PRICE,5,"2025/02/01 00:25:00",1,SA1,20250131245,0,66.0996,0,66.0996,0,0,"2025/02/01 00:20:03",0.01,0.01,0,0.01,0.01,0,0.05,0.05,0,3.38,3.38,0,0.1,0.1,0,0.39,0.39,0,0,0,0,0,0,0,FIRM,66.0996,0.01,0.01,0.05,3.38,0.1,0.39,0,0,31019.51625,177.39626,143.98,236.36552,12542.47703,279.02,1186.57383,232.78014,5143.7423,NOT_OCD,NOT_MII,0.04,0.04,0,0,0,0,0.04,0,311.69,0.06
D,DISPATCH,PRICE,5,"2025/02/01 00:25:00",1,TAS1,20250131245,0,129.39514,0,129.39514,0,0,"2025/02/01 00:20:03",0.38,0.38,0,0.38,0.38,0,0.05,0.05,0,6.64,6.64,0,0.1,0.1,0,0.38,0.38,0,0,0,0,3.88,3.88,0,FIRM,129.39514,0.38,0.38,0.05,6.64,0.1,0.38,0,3.88,205587.12584,761.7259,806.29944,240.41552,16294.87798,289.87532,823.95352,94.19155,18694.57822,NOT_OCD,NOT_MII,0.04,0.04,0,0,0,0,0.04,0,311.3,0.06
D,DISPATCH,PRICE,5,"2025/02/01 00:25:00",1,VIC1,20250131245,0,65.0893,0,65.0893,0,0,"2025/02/01 00:20:03",0.01,0.01,0,0.01,0.01,0,0.05,0.05,0,3.38,3.38,0,0.1,0.1,0,0.39,0.39,0,0,0,0,0,0,0,FIRM,65.0893,0.01,0.01,0.05,3.38,0.1,0.39,0,0,51849.86449,177.39626,143.98,236.36552,12542.47703,279.02,1186.57383,232.78014,5143.7423,NOT_OCD,NOT_MII,0.04,0.04,0,0,0,0,0.04,0,311.69,0.06
D,DISPATCH,PRICE,5,"2025/02/01 00:30:00",1,NSW1,20250131246,0,75.69738,0,75.69738,0,0,"2025/02/01 00:25:03",0.01,0.01,0,0.01,0.01,0,0.09,0.09,0,3.38,3.38,0,0.1,0.1,0,0.39,0.39,0,0.1,0.1,0,2.26,2.26,0,FIRM,75.69738,0.01,0.01,0.09,3.38,0.1,0.39,0.1,2.26,124298.59759,177.30626,143.89,236.35552,12541.06703,279.11,1186.86383,232.88014,5142.3823,NOT_OCD,NOT_MII,0.04,0.04,0,0,0,0,0.04,0,311.68,0.06
D,DISPATCH,PRICE,5,"2025/02/01 00:30:00",1,QLD1,20250131246,0,85.95,0,85.95,0,0,"2025/02/01 00:25:03",0.01,0.01,0,0.01,0.01,0,0.09,0.09,0,3.38,3.38,0,0.1,0.1,0,0.39,0.39,0,0.1,0.1,0,2.26,2.26,0,FIRM,85.95,0.01,0.01,0.09,3.38,0.1,0.39,0.1,2.26,147768.26998,177.30626,143.89,236.35552,12541.06703,279.11,1186.86383,232.88014,5142.3823,NOT_OCD,NOT_MII,0.04,0.04,0,0,0,0,0.04,0,311.68,0.06
D,DISPATCH,PRICE,5,"2025/02/01 00:30:00",1,SA1,20250131246,0,64.82383,0,64.82383,0,0,"2025/02/01 00:25:03",0.01,0.01,0,0.01,0.01,0,0.09,0.09,0,3.38,3.38,0,0.1,0.1,0,0.39,0.39,0,0.1,0.1,0,2.26,2.26,0,FIRM,64.82383,0.01,0.01,0.09,3.38,0.1,0.39,0.1,2.26,30954.07873,177.30626,143.89,236.35552,12541.06703,279.11,1186.86383,232.88014,5142.3823,NOT_OCD,NOT_MII,0.04,0.04,0,0,0,0,0.04,0,311.68,0.06
D,DISPATCH,PRICE,5,"2025/02/01 00:30:00",1,TAS1,20250131246,0,129.39514,0,129.39514,0,0,"2025/02/01 00:25:03",0.38,0.38,0,0.38,0.38,0,0.09,0.09,0,6.64,6.64,0,0.1,0.1,0,0.38,0.38,0,0,0,0,3.88,3.88,0,FIRM,129.39514,0.38,0.38,0.09,6.64,0.1,0.38,0,3.88,205591.16543,762.0059,806.57944,240.40552,16294.33798,289.96532,824.23352,94.19155,18695.15822,NOT_OCD,NOT_MII,0.04,0.04,0,0,0,0,0.04,0,311.29,0.06
D,DISPATCH,PRICE,5,"2025/02/01 00:30:00",1,VIC1,20250131246,0,64.31277,0,64.31277,0,0,"2025/02/01 00:25:03",0.01,0.01,0,0.01,0.01,0,0.09,0.09,0,3.38,3.38,0,0.1,0.1,0,0.39,0.39,0,0.1,0.1,0,2.26,2.26,0,FIRM,64.31277,0.01,0.01,0.09,3.38,0.1,0.39,0.1,2.26,51796.17026,177.30626,143.89,236.35552,12541.06703,279.11,1186.86383,232.88014,5142.3823,NOT_OCD,NOT_MII,0.04,0.04,0,0,0,0,0.04,0,311.68,0.06
D,DISPATCH,PRICE,5,"2025/02/01 00:35:00",1,NSW1,20250131247,0,75.7477,0,75.7477,0,0,"2025/02/01 00:30:03",0.01,0.01,0,0.01,0.01,0,0.09,0.09,0,3.38,3.38,0,0.01,0.01,0,0.1,0.1,0,0.04,0.04,0,2.26,2.26,0,FIRM,75.7477,0.01,0.01,0.09,3.38,0.01,0.1,0.04,2.26,124298.34521,177.21626,143.8,236.34552,12538.44703,278.92,1186.58383,232.91014,5143.6423,NOT_OCD,NOT_MII,0.05,0.05,0,0,0,0,0.05,0,311.68,0.06
D,DISPATCH,PRICE,5,"2025/02/01 00:35:00",1,QLD1,20250131247,0,85.95,0,85.95,0,0,"2025/02/01 00:30:03",0.01,0.01,0,0.01,0.01,0,0.09,0.09,0,3.38,3.38,0,0.01,0.01,0,0.1,0.1,0,0.04,0.04,0,2.26,2.26,0,FIRM,85.95,0.01,0.01,0.09,3.38,0.01,0.1,0.04,2.26,147767.24996,177.21626,143.8,236.34552,12538.44703,278.92,1186.58383,232.91014,5143.6423,NOT_OCD,NOT_MII,0.05,0.05,0,0,0,0,0.05,0,311.68,0.06
D,DISPATCH,PRICE,5,"2025/02/01 00:35:00",1,SA1,20250131247,0,65.25462,0,65.25462,0,0,"2025/02/01 00:30:03",0.01,0.01,0,0.01,0.01,0,0.09,0.09,0,3.38,3.38,0,0.01,0.01,0,0.1,0.1,0,0.04,0.04,0,2.26,2.26,0,FIRM,65.25462,0.01,0.01,0.09,3.38,0.01,0.1,0.04,2.26,30889.9971,177.21626,143.8,236.34552,12538.44703,278.92,1186.58383,232.91014,5143.6423,NOT_OCD,NOT_MII,0.05,0.05,0,0,0,0,0.05,0,311.68,0.06
D,DISPATCH,PRICE,5,"2025/02/01 00:35:00",1,TAS1,20250131247,0,129.39514,0,129.39514,0,0,"2025/02/01 00:30:03",0.38,0.38,0,0.38,0.38,0,0.09,0.09,0,6.64,6.64,0,0.01,0.01,0,0.1,0.1,0,0,0,0,3.88,3.88,0,FIRM,129.39514,0.38,0.38,0.09,6.64,0.01,0.1,0,3.88,205597.21065,762.2859,806.85944,240.39552,16293.79798,289.77532,823.95352,94.18155,18696.73822,NOT_OCD,NOT_MII,0.05,0.05,0,0,0,0,0.05,0,311.29,0.06
D,DISPATCH,PRICE,5,"2025/02/01 00:35:00",1,VIC1,20250131247,0,64.42989,0,64.42989,0,0,"2025/02/01 00:30:03",0.01,0.01,0,0.01,0.01,0,0.09,0.09,0,3.38,3.38,0,0.01,0.01,0,0.1,0.1,0,0.04,0.04,0,2.26,2.26,0,FIRM,64.42989,0.01,0.01,0.09,3.38,0.01,0.1,0.04,2.26,51743.89626,177.21626,143.8,236.34552,12538.44703,278.92,1186.58383,232.91014,5143.6423,NOT_OCD,NOT_MII,0.05,0.05,0,0,0,0,0.05,0,311.68,0.06
D,DISPATCH,PRICE,5,"2025/02/01 00:40:00",1,NSW1,20250131248,0,76.00014,0,76.00014,0,0,"2025/02/01 00:35:03",0.05,0.05,0,0.04,0.04,0,0.1,0.1,0,3.62,3.62,0,0.1,0.1,0,0.39,0.39,0,0,0,0,0,0,0,FIRM,76.00014,0.05,0.04,0.1,3.62,0.1,0.39,0,0,124297.62535,177.16626,143.79,236.34552,12536.61703,278.64,1186.52383,232.53014,5142.6423,NOT_OCD,NOT_MII,0.05,0.05,0,0,0,0,0.05,0,311.69,0.06
D,DISPATCH,PRICE,5,"2025/02/01 00:40:00",1,QLD1,20250131248,0,85.95,0,85.95,0,0,"2025/02/01 00:35:03",0.05,0.05,0,0.04,0.04,0,0.1,0.1,0,3.62,3.62,0,0.1,0.1,0,0.39,0.39,0,0,0,0,0,0,0,FIRM,85.95,0.05,0.04,0.1,3.62,0.1,0.39,0,0,147766.56996,177.16626,143.79,236.34552,12536.61703,278.64,1186.52383,232.53014,5142.6423,NOT_OCD,NOT_MII,0.05,0.05,0,0,0,0,0.05,0,311.69,0.06
D,DISPATCH,PRICE,5,"2025/02/01 00:40:00",1,SA1,20250131248,0,64.98672,0,64.98672,0,0,"2025/02/01 00:35:03",0.05,0.05,0,0.04,0.04,0,0.1,0.1,0,3.62,3.62,0,0.1,0.1,0,0.39,0.39,0,0,0,0,0,0,0,FIRM,64.98672,0.05,0.04,0.1,3.62,0.1,0.39,0,0,30825.70848,177.16626,143.79,236.34552,12536.61703,278.64,1186.52383,232.53014,5142.6423,NOT_OCD,NOT_MII,0.05,0.05,0,0,0,0,0.05,0,311.69,0.06
D,DISPATCH,PRICE,5,"2025/02/01 00:40:00",1,TAS1,20250131248,0,129.39514,0,129.39514,0,0,"2025/02/01 00:35:03",0.38,0.38,0,0.38,0.38,0,0.1,0.1,0,6.64,6.64,0,0.1,0.1,0,0.38,0.38,0,0,0,0,3.88,3.88,0,FIRM,129.39514,0.38,0.38,0.1,6.64,0.1,0.38,0,3.88,205602.63302,762.5659,807.18944,240.39552,16293.25798,289.49532,823.88352,93.80155,18697.31822,NOT_OCD,NOT_MII,0.05,0.05,0,0,0,0,0.05,0,311.3,0.06
D,DISPATCH,PRICE,5,"2025/02/01 00:40:00",1,VIC1,20250131248,0,64.10972,0,64.10972,0,0,"2025/02/01 00:35:03",0.05,0.05,0,0.04,0.04,0,0.1,0.1,0,3.62,3.62,0,0.1,0.1,0,0.39,0.39,0,0,0,0,0,0,0,FIRM,64.10972,0.05,0.04,0.1,3.62,0.1,0.39,0,0,51691.3007,177.16626,143.79,236.34552,12536.61703,278.64,1186.52383,232.53014,5142.6423,NOT_OCD,NOT_MII,0.05,0.05,0,0,0,0,0.05,0,311.69,0.06
D,DISPATCH,PRICE,5,"2025/02/01 00:45:00",1,NSW1,20250131249,0,75.89975,0,75.89975,0,0,"2025/02/01 00:40:03",0.01,0.01,0,0.01,0.01,0,0.09,0.09,0,3.38,3.38,0,0.01,0.01,0,0.1,0.1,0,0.01,0.01,0,3.75,3.75,0,FIRM,75.89975,0.01,0.01,0.09,3.38,0.01,0.1,0.01,3.75,124297.52504,177.12626,143.76,236.38552,12536.37703,278.55,1186.24383,232.53014,5145.3923,NOT_OCD,NOT_MII,0.05,0.05,0,0,0,0,0.05,0,311.7,0.06
D,DISPATCH,PRICE,5,"2025/02/01 00:45:00",1,QLD1,20250131249,0,85.75,0,85.75,0,0,"2025/02/01 00:40:03",0.01,0.01,0,0.01,0.01,0,0.09,0.09,0,3.38,3.38,0,0.01,0.01,0,0.1,0.1,0,0.01,0.01,0,3.75,3.75,0,FIRM,85.75,0.01,0.01,0.09,3.38,0.01,0.1,0.01,3.75,147765.68996,177.12626,143.76,236.38552,12536.37703,278.55,1186.24383,232.53014,5145.3923,NOT_OCD,NOT_MII,0.05,0.05,0,0,0,0,0.05,0,311.7,0.06
