C,SETP.WORLD,DVD_DISPATCHPRICE,AEMO,PUBLIC,2025/01/10,14:27:20,001736483240144,MONTHLY_ARCHIVE,001736483240144
I,DISPATCH,PRICE,5,SETTLEMENTDATE,RUNNO,REGIONID,DISPATCHINTERVAL,INTERVENTION,RRP,EEP,ROP,APCFLAG,MARKETSUSPENDEDFLAG,LASTCHANGED,RAISE6SECRRP,RAISE6SECROP,RAISE6SECAPCFLAG,RAISE60SECRRP,RAISE60SECROP,RAISE60SECAPCFLAG,RAISE5MINRRP,RAISE5MINROP,RAISE5MINAPCFLAG,RAISEREGRRP,RAISEREGROP,RAISEREGAPCFLAG,LOWER6SECRRP,LOWER6SECROP,LOWER6SECAPCFLAG,LOWER60SECRRP,LOWER60SECROP,LOWER60SECAPCFLAG,LOWER5MINRRP,LOWER5MINROP,LOWER5MINAPCFLAG,LOWERREGRRP,LOWERREGROP,LOWERREGAPCFLAG,PRICE_STATUS,PRE_AP_ENERGY_PRICE,PRE_AP_RAISE6_PRICE,PRE_AP_RAISE60_PRICE,PRE_AP_RAISE5MIN_PRICE,PRE_AP_RAISEREG_PRICE,PRE_AP_LOWER6_PRICE,PRE_AP_LOWER60_PRICE,PRE_AP_LOWER5MIN_PRICE,PRE_AP_LOWERREG_PRICE,CUMUL_PRE_AP_ENERGY_PRICE,CUMUL_PRE_AP_RAISE6_PRICE,CUMUL_PRE_AP_RAISE60_PRICE,CUMUL_PRE_AP_RAISE5MIN_PRICE,CUMUL_PRE_AP_RAISEREG_PRICE,CUMUL_PRE_AP_LOWER6_PRICE,CUMUL_PRE_AP_LOWER60_PRICE,CUMUL_PRE_AP_LOWER5MIN_PRICE,CUMUL_PRE_AP_LOWERREG_PRICE,OCD_STATUS,MII_STATUS,RAISE1SECRRP,RAISE1SECROP,RAISE1SECAPCFLAG,LOWER1SECRRP,LOWER1SECROP,LOWER1SECAPCFLAG,PRE_AP_RAISE1_PRICE,PRE_AP_LOWER1_PRICE,CUMUL_PRE_AP_RAISE1_PRICE,CUMUL_PRE_AP_LOWER1_PRICE
D,DISPATCH,PRICE,5,"2024/12/03 02:55:00",1,QLD1,20241202275,0,116.70465,0,116.70465,0,0,"2024/12/03 02:50:04",0.38,0.38,0,0.23,0.23,0,0.23,0.23,0,3.99,3.99,0,0,0,0,0.07,0.07,0,0,0,0,3.75,3.75,0,FIRM,116.70465,0.38,0.23,0.23,3.99,0,0.07,0,3.75,398156.18879,2937.49084,1284.84252,510.92,15665.37104,2005.92749,2935.41909,360.54,5914.20592,NOT_OCD,NOT_MII,15.49,15.49,0,0,0,0,15.49,0,8724.04436,97.20004
D,DISPATCH,PRICE,5,"2024/12/03 02:55:00",1,SA1,20241202275,0,115.49931,0,115.49931,0,0,"2024/12/03 02:50:04",0.38,0.38,0,0.23,0.23,0,0.23,0.23,0,3.99,3.99,0,0,0,0,0.07,0.07,0,0,0,0,3.75,3.75,0,FIRM,115.49931,0.38,0.23,0.23,3.99,0,0.07,0,3.75,159612.9149,1407.06861,445.49577,413.53,15678.11104,690.43364,931.68995,321.22,5874.88592,NOT_OCD,NOT_MII,15.49,15.49,0,0,0,0,15.49,0,8724.04436,97.20004
D,DISPATCH,PRICE,5,"2024/12/03 02:55:00",1,TAS1,20241202275,0,100.16,0,100.16,0,0,"2024/12/03 02:50:04",0.38,0.38,0,0.23,0.23,0,0,0,0,9.66,9.66,0,0.38,0.38,0,0.38,0.38,0,0,0,0,2.98,2.98,0,FIRM,100.16,0.38,0.23,0,9.66,0.38,0.38,0,2.98,217624.58476,32834.46306,2659.24061,495.22162,26399.3682,2537.63078,814.37723,189.49602,14814.28466,NOT_OCD,NOT_MII,10.807,10.807,0,0,0,0,10.807,0,7981.04178,30.25799
D,DISPATCH,PRICE,5,"2024/12/03 02:55:00",1,VIC1,20241202275,0,108.83017,0,108.83017,0,0,"2024/12/03 02:50:04",0.38,0.38,0,0.23,0.23,0,0.23,0.23,0,3.99,3.99,0,0,0,0,0.07,0.07,0,0,0,0,3.75,3.75,0,FIRM,108.83017,0.38,0.23,0.23,3.99,0,0.07,0,3.75,196107.60603,1407.06861,445.49577,413.53,15678.11104,690.43364,931.68995,321.22,5874.88592,NOT_OCD,NOT_MII,15.49,15.49,0,0,0,0,15.49,0,8724.04436,97.20004
D,DISPATCH,PRICE,5,"2024/12/03 03:00:00",1,NSW1,20241202276,0,129.65892,0,129.65892,0,0,"2024/12/03 02:55:04",0.38,0.38,0,0.23,0.23,0,0.23,0.23,0,5,5,0,0.01,0.01,0,0.07,0.07,0,0.1,0.1,0,1,1,0,FIRM,129.65892,0.38,0.23,0.23,5,0.01,0.07,0.1,1,777643.98846,1407.05861,445.49577,413.53,15675.12104,690.34364,931.60995,321.32,5873.88592,NOT_OCD,NOT_MII,15.49,15.49,0,0,0,0,15.49,0,8732.30436,97.20004
D,DISPATCH,PRICE,5,"2024/12/03 03:00:00",1,QLD1,20241202276,0,136.74369,0,136.74369,0,0,"2024/12/03 02:55:04",0.38,0.38,0,0.23,0.23,0,0.23,0.23,0,5,5,0,0.01,0.01,0,0.07,0.07,0,0.1,0.1,0,1,1,0,FIRM,136.74369,0.38,0.23,0.23,5,0.01,0.07,0.1,1,398162.8383,2937.48084,1284.84252,510.92,15662.38104,2005.83749,2935.33909,360.64,5913.20592,NOT_OCD,NOT_MII,15.49,15.49,0,0,0,0,15.49,0,8732.30436,97.20004
D,DISPATCH,PRICE,5,"2024/12/03 03:00:00",1,SA1,20241202276,0,137.04,0,137.04,0,0,"2024/12/03 02:55:04",0.38,0.38,0,0.23,0.23,0,0.23,0.23,0,5,5,0,0.01,0.01,0,0.07,0.07,0,0.1,0.1,0,1,1,0,FIRM,137.04,0.38,0.23,0.23,5,0.01,0.07,0.1,1,159615.31486,1407.05861,445.49577,413.53,15675.12104,690.34364,931.60995,321.32,5873.88592,NOT_OCD,NOT_MII,15.49,15.49,0,0,0,0,15.49,0,8732.30436,97.20004
D,DISPATCH,PRICE,5,"2024/12/03 03:05:00",1,QLD1,20241202277,0,100.18025,0,100.18025,0,0,"2024/12/03 03:00:04",0.39,0.39,0,0.23,0.23,0,0.24,0.24,0,7.99,7.99,0,0.03,0.03,0,0.1,0.1,0,0.01,0.01,0,0.01,0.01,0,FIRM,100.18025,0.39,0.23,0.24,7.99,0.03,0.1,0.01,0.01,398126.05558,2937.49084,1284.92252,510.93,15665.37104,2005.83749,2935.33909,360.65,5912.01592,NOT_OCD,NOT_MII,19.31,19.31,0,0,0,0,19.31,0,8744.31436,97.20004
D,DISPATCH,PRICE,5,"2024/12/03 03:00:00",1,TAS1,20241202276,0,100.16,0,100.16,0,0,"2024/12/03 02:55:04",0,0,0,0.05,0.05,0,0,0,0,8.66,8.66,0,6.56072,6.56072,0,0.38,0.38,0,0.38,0.38,0,3.22197,3.22197,0,FIRM,100.16,0,0.05,0,8.66,6.56072,0.38,0.38,3.22197,217591.62476,32834.07306,2659.06061,494.99162,26400.2882,2544.0915,814.60723,189.87602,14814.12663,NOT_OCD,NOT_MII,0,0,0,0,0,0,0,0,7973.81178,30.25799
D,DISPATCH,PRICE,5,"2024/12/03 03:00:00",1,VIC1,20241202276,0,128.21714,0,128.21714,0,0,"2024/12/03 02:55:04",0.38,0.38,0,0.23,0.23,0,0.23,0.23,0,5,5,0,0.01,0.01,0,0.07,0.07,0,0.1,0.1,0,1,1,0,FIRM,128.21714,0.38,0.23,0.23,5,0.01,0.07,0.1,1,196105.95019,1407.05861,445.49577,413.53,15675.12104,690.34364,931.60995,321.32,5873.88592,NOT_OCD,NOT_MII,15.49,15.49,0,0,0,0,15.49,0,8732.30436,97.20004
D,DISPATCH,PRICE,5,"2024/12/03 03:05:00",1,NSW1,20241202277,0,95.58023,0,95.58023,0,0,"2024/12/03 03:00:04",0.39,0.39,0,0.23,0.23,0,0.24,0.24,0,7.99,7.99,0,0.03,0.03,0,0.1,0.1,0,0.01,0.01,0,0.01,0.01,0,FIRM,95.58023,0.39,0.23,0.24,7.99,0.03,0.1,0.01,0.01,777595.08351,1407.06861,445.57577,413.54,15678.11104,690.34364,931.60995,321.33,5872.69592,NOT_OCD,NOT_MII,19.31,19.31,0,0,0,0,19.31,0,8744.31436,97.20004
D,DISPATCH,PRICE,5,"2024/12/03 03:05:00",1,SA1,20241202277,0,138,0,138,0,0,"2024/12/03 03:00:04",0.39,0.39,0,0.23,0.23,0,0.24,0.24,0,7.99,7.99,0,0.03,0.03,0,0.1,0.1,0,0.01,0.01,0,0.01,0.01,0,FIRM,138,0.39,0.23,0.24,7.99,0.03,0.1,0.01,0.01,159615.31486,1407.06861,445.57577,413.54,15678.11104,690.34364,931.60995,321.33,5872.69592,NOT_OCD,NOT_MII,19.31,19.31,0,0,0,0,19.31,0,8744.31436,97.20004
D,DISPATCH,PRICE,5,"2024/12/03 03:05:00",1,TAS1,20241202277,0,100.16,0,100.16,0,0,"2024/12/03 03:00:04",0.39,0.39,0,0.23,0.23,0,0,0,0,8.66,8.66,0,0.38,0.38,0,0.38,0.38,0,0.36823,0.36823,0,2.98,2.98,0,FIRM,100.16,0.39,0.23,0,8.66,0.38,0.38,0.36823,2.98,217556.79601,32834.08306,2659.14061,494.76162,26401.2082,2544.0915,814.60723,190.24425,14813.72663,NOT_OCD,NOT_MII,0,0,0,0,0,0,0,0,7966.51178,30.25799
D,DISPATCH,PRICE,5,"2024/12/03 03:05:00",1,VIC1,20241202277,0,128.31455,0,128.31455,0,0,"2024/12/03 03:00:04",0.39,0.39,0,0.23,0.23,0,0.24,0.24,0,7.99,7.99,0,0.03,0.03,0,0.1,0.1,0,0.01,0.01,0,0.01,0.01,0,FIRM,128.31455,0.39,0.23,0.24,7.99,0.03,0.1,0.01,0.01,196100.21313,1407.06861,445.57577,413.54,15678.11104,690.34364,931.60995,321.33,5872.69592,NOT_OCD,NOT_MII,19.31,19.31,0,0,0,0,19.31,0,8744.31436,97.20004
D,DISPATCH,PRICE,5,"2024/12/03 03:10:00",1,NSW1,20241202278,0,135.80124,0,135.80124,0,0,"2024/12/03 03:05:04",0.38,0.38,0,0.23,0.23,0,0.23,0.23,0,7.99,7.99,0,0.01,0.01,0,0.07,0.07,0,0.1,0.1,0,1,1,0,FIRM,135.80124,0.38,0.23,0.23,7.99,0.01,0.07,0.1,1,777610.12714,1407.06861,445.57577,413.54,15676.22104,690.25364,931.52995,321.43,5872.69592,NOT_OCD,NOT_MII,15.49,15.49,0,0,0,0,15.49,0,8752.49436,97.20004
D,DISPATCH,PRICE,5,"2024/12/03 03:10:00",1,QLD1,20241202278,0,144.10002,0,144.10002,0,0,"2024/12/03 03:05:04",0.38,0.38,0,0.23,0.23,0,0.23,0.23,0,7.99,7.99,0,0.01,0.01,0,0.07,0.07,0,0.1,0.1,0,1,1,0,FIRM,144.10002,0.38,0.23,0.23,7.99,0.01,0.07,0.1,1,398155.6306,2937.49084,1284.92252,510.93,15663.48104,2005.74749,2935.25909,360.75,5912.01592,NOT_OCD,NOT_MII,15.49,15.49,0,0,0,0,15.49,0,8752.49436,97.20004
D,DISPATCH,PRICE,5,"2024/12/03 03:10:00",1,SA1,20241202278,0,138.92746,0,138.92746,0,0,"2024/12/03 03:05:04",0.38,0.38,0,0.23,0.23,0,0.23,0.23,0,7.99,7.99,0,0.01,0.01,0,0.07,0.07,0,0.1,0.1,0,1,1,0,FIRM,138.92746,0.38,0.23,0.23,7.99,0.01,0.07,0.1,1,159634.15525,1407.06861,445.57577,413.54,15676.22104,690.25364,931.52995,321.43,5872.69592,NOT_OCD,NOT_MII,15.49,15.49,0,0,0,0,15.49,0,8752.49436,97.20004
D,DISPATCH,PRICE,5,"2024/12/03 03:10:00",1,TAS1,20241202278,0,100.16,0,100.16,0,0,"2024/12/03 03:05:04",0,0,0,0,0,0,0,0,0,8.66,8.66,0,7.72692,7.72692,0,0.38,0.38,0,0.38,0.38,0,3.98,3.98,0,FIRM,100.16,0,0,0,8.66,7.72692,0.38,0.38,3.98,217536.87601,32833.70306,2658.91061,494.53162,26402.1282,2551.71842,814.83723,190.62425,14813.34397,NOT_OCD,NOT_MII,0,0,0,0,0,0,0,0,7959.20178,30.25799
D,DISPATCH,PRICE,5,"2024/12/03 03:10:00",1,VIC1,20241202278,0,132.77206,0,132.77206,0,0,"2024/12/03 03:05:04",0.38,0.38,0,0.23,0.23,0,0.23,0.23,0,7.99,7.99,0,0.01,0.01,0,0.07,0.07,0,0.1,0.1,0,1,1,0,FIRM,132.77206,0.38,0.23,0.23,7.99,0.01,0.07,0.1,1,196118.21876,1407.06861,445.57577,413.54,15676.22104,690.25364,931.52995,321.43,5872.69592,NOT_OCD,NOT_MII,15.49,15.49,0,0,0,0,15.49,0,8752.49436,97.20004
D,DISPATCH,PRICE,5,"2024/12/03 03:15:00",1,NSW1,20241202279,0,96.03855,0,96.03855,0,0,"2024/12/03 03:10:04",0.37,0.37,0,0.23,0.23,0,0.23,0.23,0,5,5,0,0.1,0.1,0,0.38,0.38,0,0.1,0.1,0,1,1,0,FIRM,96.03855,0.37,0.23,0.23,5,0.1,0.38,0.1,1,777569.8803,1407.05861,445.57577,413.54,15675.23104,690.25364,931.75995,321.52,5871.69592,NOT_OCD,NOT_MII,15.49,15.49,0,0.01,0.01,0,15.49,0.01,8767.04436,97.21004
D,DISPATCH,PRICE,5,"2024/12/03 03:15:00",1,QLD1,20241202279,0,99.95,0,99.95,0,0,"2024/12/03 03:10:04",0.37,0.37,0,0.23,0.23,0,0.23,0.23,0,5,5,0,0.1,0.1,0,0.38,0.38,0,0.1,0.1,0,1,1,0,FIRM,99.95,0.37,0.23,0.23,5,0.1,0.38,0.1,1,398127.97063,2937.48084,1284.92252,510.93,15662.49104,2005.74749,2935.48909,360.84,5911.01592,NOT_OCD,NOT_MII,15.49,15.49,0,0.01,0.01,0,15.49,0.01,8767.04436,97.21004
D,DISPATCH,PRICE,5,"2024/12/03 03:15:00",1,SA1,20241202279,0,138.04,0,138.04,0,0,"2024/12/03 03:10:04",0.37,0.37,0,0.23,0.23,0,0.23,0.23,0,5,5,0,0.1,0.1,0,0.38,0.38,0,0.1,0.1,0,1,1,0,FIRM,138.04,0.37,0.23,0.23,5,0.1,0.38,0.1,1,159636.15525,1407.05861,445.57577,413.54,15675.23104,690.25364,931.75995,321.52,5871.69592,NOT_OCD,NOT_MII,15.49,15.49,0,0.01,0.01,0,15.49,0.01,8767.04436,97.21004
D,DISPATCH,PRICE,5,"2024/12/03 03:15:00",1,TAS1,20241202279,0,132.82602,0,132.82602,0,0,"2024/12/03 03:10:04",324.34441,324.34441,0,33.2001,33.2001,0,0.38,0.38,0,8.66,8.66,0,4.65,4.65,0,0.38,0.38,0,0.38,0.38,0,3.98,3.98,0,FIRM,132.82602,324.34441,33.2001,0.38,8.66,4.65,0.38,0.38,3.98,217536.58203,33157.66747,2691.88071,494.68162,26403.0482,2556.26842,815.06723,190.99425,14813.94397,NOT_OCD,NOT_MII,0,0,0,0,0,0,0,0,7958.26178,30.25799
D,DISPATCH,PRICE,5,"2024/12/03 03:15:00",1,VIC1,20241202279,0,131.63754,0,131.63754,0,0,"2024/12/03 03:10:04",0.37,0.37,0,0.23,0.23,0,0.23,0.23,0,5,5,0,0.1,0.1,0,0.38,0.38,0,0.1,0.1,0,1,1,0,FIRM,131.63754,0.37,0.23,0.23,5,0.1,0.38,0.1,1,196120.31976,1407.05861,445.57577,413.54,15675.23104,690.25364,931.75995,321.52,5871.69592,NOT_OCD,NOT_MII,15.49,15.49,0,0.01,0.01,0,15.49,0.01,8767.04436,97.21004
D,DISPATCH,PRICE,5,"2024/12/03 03:20:00",1,NSW1,20241202280,0,133.40556,0,133.40556,0,0,"2024/12/03 03:15:04",0.37,0.37,0,0.15,0.15,0,0.23,0.23,0,5,5,0,0.03,0.03,0,0.1,0.1,0,0.1,0.1,0,3.7,3.7,0,FIRM,133.40556,0.37,0.15,0.23,5,0.03,0.1,0.1,3.7,777561.90642,1407.04861,445.49577,413.54,15675.23104,690.18364,931.70995,321.62,5873.39592,NOT_OCD,NOT_MII,7.32,7.32,0,0.01,0.01,0,7.32,0.01,8773.42436,97.22004
D,DISPATCH,PRICE,5,"2024/12/03 03:20:00",1,QLD1,20241202280,0,138.92419,0,138.92419,0,0,"2024/12/03 03:15:04",0.37,0.37,0,0.15,0.15,0,0.23,0.23,0,5,5,0,0.03,0.03,0,0.1,0.1,0,0.1,0.1,0,3.7,3.7,0,FIRM,138.92419,0.37,0.15,0.23,5,0.03,0.1,0.1,3.7,398133.70864,2937.47084,1284.84252,510.93,15662.49104,2005.67749,2935.43909,360.94,5912.71592,NOT_OCD,NOT_MII,7.32,7.32,0,0.01,0.01,0,7.32,0.01,8773.42436,97.22004
D,DISPATCH,PRICE,5,"2024/12/03 03:20:00",1,SA1,20241202280,0,138.04,0,138.04,0,0,"2024/12/03 03:15:04",0.37,0.37,0,0.15,0.15,0,0.23,0.23,0,5,5,0,0.03,0.03,0,0.1,0.1,0,0.1,0.1,0,3.7,3.7,0,FIRM,138.04,0.37,0.15,0.23,5,0.03,0.1,0.1,3.7,159636.19525,1407.04861,445.49577,413.54,15675.23104,690.18364,931.70995,321.62,5873.39592,NOT_OCD,NOT_MII,7.32,7.32,0,0.01,0.01,0,7.32,0.01,8773.42436,97.22004
D,DISPATCH,PRICE,5,"2024/12/03 03:20:00",1,TAS1,20241202280,0,100.16,0,100.16,0,0,"2024/12/03 03:15:04",0,0,0,0,0,0,0,0,0,8.66,8.66,0,17.96729,17.96729,0,0.38,0.38,0,0.38,0.38,0,3.98,3.98,0,FIRM,100.16,0,0,0,8.66,17.96729,0.38,0.38,3.98,217502.13387,33157.28747,2691.65071,494.45162,26403.9682,2573.85571,815.06723,191.37425,14814.54397,NOT_OCD,NOT_MII,0,0,0,0.01,0.01,0,0,0.01,7957.32178,30.26799
D,DISPATCH,PRICE,5,"2024/12/03 03:20:00",1,VIC1,20241202280,0,131.71071,0,131.71071,0,0,"2024/12/03 03:15:04",0.37,0.37,0,0.15,0.15,0,0.23,0.23,0,5,5,0,0.03,0.03,0,0.1,0.1,0,0.1,0.1,0,3.7,3.7,0,FIRM,131.71071,0.37,0.15,0.23,5,0.03,0.1,0.1,3.7,196118.82419,1407.04861,445.49577,413.54,15675.23104,690.18364,931.70995,321.62,5873.39592,NOT_OCD,NOT_MII,7.32,7.32,0,0.01,0.01,0,7.32,0.01,8773.42436,97.22004
D,DISPATCH,PRICE,5,"2024/12/03 03:25:00",1,NSW1,20241202281,0,117.31387,0,117.31387,0,0,"2024/12/03 03:20:04",0.37,0.37,0,0.23,0.23,0,0.23,0.23,0,5.45,5.45,0,0.1,0.1,0,0.15,0.15,0,0,0,0,6,6,0,FIRM,117.31387,0.37,0.23,0.23,5.45,0.1,0.15,0,6,777543.50389,1407.04861,445.57577,413.54,15672.69104,690.18364,931.70995,321.62,5875.64592,NOT_OCD,NOT_MII,7.32,7.32,0,0,0,0,7.32,0,8779.80436,97.22004
D,DISPATCH,PRICE,5,"2024/12/03 03:25:00",1,QLD1,20241202281,0,122.95,0,122.95,0,0,"2024/12/03 03:20:04",0.37,0.37,0,0.23,0.23,0,0.23,0.23,0,5.45,5.45,0,0.1,0.1,0,0.15,0.15,0,0,0,0,6,6,0,FIRM,122.95,0.37,0.23,0.23,5.45,0.1,0.15,0,6,398128.73016,2937.47084,1284.92252,510.93,15659.95104,2005.67749,2935.43909,360.94,5914.96592,NOT_OCD,NOT_MII,7.32,7.32,0,0,0,0,7.32,0,8779.80436,97.22004
D,DISPATCH,PRICE,5,"2024/12/03 03:25:00",1,SA1,20241202281,0,153.40959,0,153.40959,0,0,"2024/12/03 03:20:04",0.37,0.37,0,0.23,0.23,0,0.23,0.23,0,5.45,5.45,0,0.1,0.1,0,0.15,0.15,0,0,0,0,6,6,0,FIRM,153.40959,0.37,0.23,0.23,5.45,0.1,0.15,0,6,159654.80514,1407.04861,445.57577,413.54,15672.69104,690.18364,931.70995,321.62,5875.64592,NOT_OCD,NOT_MII,7.32,7.32,0,0,0,0,7.32,0,8779.80436,97.22004
D,DISPATCH,PRICE,5,"2024/12/03 03:25:00",1,TAS1,20241202281,0,150.16,0,150.16,0,0,"2024/12/03 03:20:04",437.49051,437.49051,0,0.38,0.38,0,0.38,0.38,0,9.66,9.66,0,1.5415,1.5415,0,0.38,0.38,0,0.38,0.38,0,3.98,3.98,0,FIRM,150.16,437.49051,0.38,0.38,9.66,1.5415,0.38,0.38,3.98,217519.17387,33594.40798,2691.88071,494.60162,26405.8882,2575.29721,815.29723,191.75425,14814.77397,NOT_OCD,NOT_MII,0,0,0,0,0,0,0,0,7956.38178,30.26799
D,DISPATCH,PRICE,5,"2024/12/03 03:30:00",1,SA1,20241202282,0,138.04,0,138.04,0,0,"2024/12/03 03:25:04",0.39,0.39,0,0.23,0.23,0,0.24,0.24,0,0.24,0.24,0,0.1,0.1,0,0.1,0.1,0,0,0,0,0,0,0,FIRM,138.04,0.39,0.23,0.24,0.24,0.1,0.1,0,0,159661.72933,1407.06861,445.65577,413.55,15663.05104,690.14364,931.42995,321.52,5875.54592,NOT_OCD,NOT_MII,9.99,9.99,0,0.01,0.01,0,9.99,0.01,8782.56436,97.22004
D,DISPATCH,PRICE,5,"2024/12/03 03:25:00",1,VIC1,20241202281,0,148.42483,0,148.42483,0,0,"2024/12/03 03:20:04",0.37,0.37,0,0.23,0.23,0,0.23,0.23,0,5.45,5.45,0,0.1,0.1,0,0.15,0.15,0,0,0,0,6,6,0,FIRM,148.42483,0.37,0.23,0.23,5.45,0.1,0.15,0,6,196138.38016,1407.04861,445.57577,413.54,15672.69104,690.18364,931.70995,321.62,5875.64592,NOT_OCD,NOT_MII,7.32,7.32,0,0,0,0,7.32,0,8779.80436,97.22004
D,DISPATCH,PRICE,5,"2024/12/03 03:30:00",1,NSW1,20241202282,0,104.79436,0,104.79436,0,0,"2024/12/03 03:25:04",0.39,0.39,0,0.23,0.23,0,0.24,0.24,0,0.24,0.24,0,0.1,0.1,0,0.1,0.1,0,0,0,0,0,0,0,FIRM,104.79436,0.39,0.23,0.24,0.24,0.1,0.1,0,0,777518.02851,1407.06861,445.65577,413.55,15663.05104,690.14364,931.42995,321.52,5875.54592,NOT_OCD,NOT_MII,9.99,9.99,0,0.01,0.01,0,9.99,0.01,8782.56436,97.22004
D,DISPATCH,PRICE,5,"2024/12/03 03:30:00",1,QLD1,20241202282,0,109.73002,0,109.73002,0,0,"2024/12/03 03:25:04",0.39,0.39,0,0.23,0.23,0,0.24,0.24,0,0.24,0.24,0,0.1,0.1,0,0.1,0.1,0,0,0,0,0,0,0,FIRM,109.73002,0.39,0.23,0.24,0.24,0.1,0.1,0,0,398116.46018,2937.49084,1285.00252,510.94,15650.31104,2005.63749,2935.15909,360.84,5914.86592,NOT_OCD,NOT_MII,9.99,9.99,0,0.01,0.01,0,9.99,0.01,8782.56436,97.22004
D,DISPATCH,PRICE,5,"2024/12/03 03:30:00",1,TAS1,20241202282,0,133.92683,0,133.92683,0,0,"2024/12/03 03:25:04",0.39,0.39,0,0.23,0.23,0,0.05,0.05,0,8.66,8.66,0,0.38,0.38,0,0.38,0.38,0,0,0,0,3.98,3.98,0,FIRM,133.92683,0.39,0.23,0.05,8.66,0.38,0.38,0,3.98,217524.546,33594.42798,2691.96071,494.42162,26406.8082,2575.53721,815.29723,191.65425,14815.37397,NOT_OCD,NOT_MII,9.99,9.99,0,0.01,0.01,0,9.99,0.01,7959.14178,30.26799
D,DISPATCH,PRICE,5,"2024/12/03 03:30:00",1,VIC1,20241202282,0,133.4718,0,133.4718,0,0,"2024/12/03 03:25:04",0.39,0.39,0,0.23,0.23,0,0.24,0.24,0,0.24,0.24,0,0.1,0.1,0,0.1,0.1,0,0,0,0,0,0,0,FIRM,133.4718,0.39,0.23,0.24,0.24,0.1,0.1,0,0,196148.04077,1407.06861,445.65577,413.55,15663.05104,690.14364,931.42995,321.52,5875.54592,NOT_OCD,NOT_MII,9.99,9.99,0,0.01,0.01,0,9.99,0.01,8782.56436,97.22004
D,DISPATCH,PRICE,5,"2024/12/03 03:35:00",1,NSW1,20241202283,0,110.02,0,110.02,0,0,"2024/12/03 03:30:04",0.37,0.37,0,0.23,0.23,0,0.23,0.23,0,3.65,3.65,0,0.1,0.1,0,0.15,0.15,0,0.1,0.1,0,6,6,0,FIRM,110.02,0.37,0.23,0.23,3.65,0.1,0.15,0.1,6,777477.60858,1407.06861,445.78577,413.68,15660.71104,690.14364,931.42995,321.62,5877.92592,NOT_OCD,NOT_MII,9.99,9.99,0,0.01,0.01,0,9.99,0.01,8785.32436,97.23004
D,DISPATCH,PRICE,5,"2024/12/03 03:35:00",1,QLD1,20241202283,0,114.50017,0,114.50017,0,0,"2024/12/03 03:30:04",0.37,0.37,0,0.23,0.23,0,0.23,0.23,0,3.65,3.65,0,0.1,0.1,0,0.15,0.15,0,0.1,0.1,0,6,6,0,FIRM,114.50017,0.37,0.23,0.23,3.65,0.1,0.15,0.1,6,398091.08035,2937.49084,1285.13252,511.07,15647.97104,2005.63749,2935.15909,360.94,5917.24592,NOT_OCD,NOT_MII,9.99,9.99,0,0.01,0.01,0,9.99,0.01,8785.32436,97.23004
D,DISPATCH,PRICE,5,"2024/12/03 03:35:00",1,SA1,20241202283,0,116.08856,0,116.08856,0,0,"2024/12/03 03:30:04",0.37,0.37,0,0.23,0.23,0,0.23,0.23,0,3.65,3.65,0,0.1,0.1,0,0.15,0.15,0,0.1,0.1,0,6,6,0,FIRM,116.08856,0.37,0.23,0.23,3.65,0.1,0.15,0.1,6,159628.27816,1407.06861,445.78577,413.68,15660.71104,690.14364,931.42995,321.62,5877.92592,NOT_OCD,NOT_MII,9.99,9.99,0,0.01,0.01,0,9.99,0.01,8785.32436,97.23004
D,DISPATCH,PRICE,5,"2024/12/03 03:35:00",1,TAS1,20241202283,0,100.16,0,100.16,0,0,"2024/12/03 03:30:04",1.11,1.11,0,0.38,0.38,0,0.38,0.38,0,10.66,10.66,0,6.18846,6.18846,0,0.38,0.38,0,0.38,0.38,0,4.98,4.98,0,FIRM,100.16,1.11,0.38,0.38,10.66,6.18846,0.38,0.38,4.98,217480.25065,33595.16798,2692.24071,494.70162,26409.7282,2581.34567,815.29723,192.03425,14816.73397,NOT_OCD,NOT_MII,0,0,0,0,0,0,0,0,7951.91178,30.26799
D,DISPATCH,PRICE,5,"2024/12/03 03:35:00",1,VIC1,20241202283,0,108.61458,0,108.61458,0,0,"2024/12/03 03:30:04",0.37,0.37,0,0.23,0.23,0,0.23,0.23,0,3.65,3.65,0,0.1,0.1,0,0.15,0.15,0,0.1,0.1,0,6,6,0,FIRM,108.61458,0.37,0.23,0.23,3.65,0.1,0.15,0.1,6,196113.74122,1407.06861,445.78577,413.68,15660.71104,690.14364,931.42995,321.62,5877.92592,NOT_OCD,NOT_MII,9.99,9.99,0,0.01,0.01,0,9.99,0.01,8785.32436,97.23004
D,DISPATCH,PRICE,5,"2024/12/03 03:40:00",1,NSW1,20241202284,0,109.58621,0,109.58621,0,0,"2024/12/03 03:35:05",0.38,0.38,0,0.23,0.23,0,0.23,0.23,0,7.99,7.99,0,0.1,0.1,0,0.38,0.38,0,0.1,0.1,0,3.76,3.76,0,FIRM,109.58621,0.38,0.23,0.23,7.99,0.1,0.38,0.1,3.76,777438.01542,1407.07861,445.86577,413.68,15657.02104,690.14364,931.65995,321.72,5877.69592,NOT_OCD,NOT_MII,7.32,7.32,0,0.01,0.01,0,7.32,0.01,8791.78436,97.24004
