C,SETP.WORLD,DVD_DISPATCHPRICE,AEMO,PUBLIC,2025/02/20,09:43:56,001740008636165,MONTHLY_ARCHIVE,001740008636165
I,DISPATCH,PRICE,5,SETTLEMENTDATE,RUNNO,REGIONID,DISPATCHINTERVAL,INTERVENTION,RRP,EEP,ROP,APCFLAG,MARKETSUSPENDEDFLAG,LASTCHANGED,RAISE6SECRRP,RAISE6SECROP,RAISE6SECAPCFLAG,RAISE60SECRRP,RAISE60SECROP,RAISE60SECAPCFLAG,RAISE5MINRRP,RAISE5MINROP,RAISE5MINAPCFLAG,RAISEREGRRP,RAISEREGROP,RAISEREGAPCFLAG,LOWER6SECRRP,LOWER6SECROP,LOWER6SECAPCFLAG,LOWER60SECRRP,LOWER60SECROP,LOWER60SECAPCFLAG,LOWER5MINRRP,LOWER5MINROP,LOWER5MINAPCFLAG,LOWERREGRRP,LOWERREGROP,LOWERREGAPCFLAG,PRICE_STATUS,PRE_AP_ENERGY_PRICE,PRE_AP_RAISE6_PRICE,PRE_AP_RAISE60_PRICE,PRE_AP_RAISE5MIN_PRICE,PRE_AP_RAISEREG_PRICE,PRE_AP_LOWER6_PRICE,PRE_AP_LOWER60_PRICE,PRE_AP_LOWER5MIN_PRICE,PRE_AP_LOWERREG_PRICE,CUMUL_PRE_AP_ENERGY_PRICE,CUMUL_PRE_AP_RAISE6_PRICE,CUMUL_PRE_AP_RAISE60_PRICE,CUMUL_PRE_AP_RAISE5MIN_PRICE,CUMUL_PRE_AP_RAISEREG_PRICE,CUMUL_PRE_AP_LOWER6_PRICE,CUMUL_PRE_AP_LOWER60_PRICE,CUMUL_PRE_AP_LOWER5MIN_PRICE,CUMUL_PRE_AP_LOWERREG_PRICE,OCD_STATUS,MII_STATUS,RAISE1SECRRP,RAISE1SECROP,RAISE1SECAPCFLAG,LOWER1SECRRP,LOWER1SECROP,LOWER1SECAPCFLAG,PRE_AP_RAISE1_PRICE,PRE_AP_LOWER1_PRICE,CUMUL_PRE_AP_RAISE1_PRICE,CUMUL_PRE_AP_LOWER1_PRICE
D,DISPATCH,PRICE,5,"2025/01/01 00:15:00",1,NSW1,20241231243,0,135.89,0,135.89,0,0,"2025/01/01 00:10:03",0.37,0.37,0,0.23,0.23,0,0.23,0.23,0,7.99,7.99,0,0.1,0.1,0,0.1,0.1,0,0.01,0.01,0,0.72,0.72,0,FIRM,135.89,0.37,0.23,0.23,7.99,0.1,0.1,0.01,0.72,90429.96681,279.48619,188.77232,297.18425,12458.15852,346.70031,1423.53428,255.6999,5316.5911,NOT_OCD,NOT_MII,7.32,7.32,0,0,0,0,7.32,0,1094.43217,10.94
D,DISPATCH,PRICE,5,"2025/01/01 00:15:00",1,QLD1,20241231243,0,150.07326,0,150.07326,0,0,"2025/01/01 00:10:03",0.37,0.37,0,0.23,0.23,0,0.23,0.23,0,7.99,7.99,0,0.1,0.1,0,0.1,0.1,0,0.01,0.01,0,0.72,0.72,0,FIRM,150.07326,0.37,0.23,0.23,7.99,0.1,0.1,0.01,0.72,107245.73708,279.48619,188.77232,297.18425,12458.15852,346.70031,1423.53428,255.6999,5316.5911,NOT_OCD,NOT_MII,7.32,7.32,0,0,0,0,7.32,0,1094.43217,10.94
D,DISPATCH,PRICE,5,"2025/01/01 00:15:00",1,SA1,20241231243,0,142.05217,0,142.05217,0,0,"2025/01/01 00:10:03",0.37,0.37,0,0.23,0.23,0,0.23,0.23,0,7.99,7.99,0,0.1,0.1,0,0.1,0.1,0,0.01,0.01,0,0.72,0.72,0,FIRM,142.05217,0.37,0.23,0.23,7.99,0.1,0.1,0.01,0.72,47089.43392,279.48619,188.77232,297.18425,12458.15852,346.70031,1423.53428,255.6999,5316.5911,NOT_OCD,NOT_MII,7.32,7.32,0,0,0,0,7.32,0,1094.43217,10.94
D,DISPATCH,PRICE,5,"2025/01/01 00:15:00",1,TAS1,20241231243,0,129.97176,0,129.97176,0,0,"2025/01/01 00:10:03",0.37,0.37,0,0.23,0.23,0,0.23,0.23,0,7.13,7.13,0,0.38,0.38,0,0.38,0.38,0,0.01,0.01,0,2.5,2.5,0,FIRM,129.97176,0.37,0.23,0.23,7.13,0.38,0.38,0.01,2.5,113723.53399,1049.0536,718.11805,407.88576,13211.56853,5780.15076,895.7002,77.8599,31231.31925,NOT_OCD,NOT_MII,7.32,7.32,0,0,0,0,7.32,0,985.7038,0.84
D,DISPATCH,PRICE,5,"2025/01/01 00:15:00",1,VIC1,20241231243,0,129.0234,0,129.0234,0,0,"2025/01/01 00:10:03",0.37,0.37,0,0.23,0.23,0,0.23,0.23,0,7.99,7.99,0,0.1,0.1,0,0.1,0.1,0,0.01,0.01,0,0.72,0.72,0,FIRM,129.0234,0.37,0.23,0.23,7.99,0.1,0.1,0.01,0.72,39183.36174,279.48619,188.77232,297.18425,12458.15852,346.70031,1423.53428,255.6999,5316.5911,NOT_OCD,NOT_MII,7.32,7.32,0,0,0,0,7.32,0,1094.43217,10.94
D,DISPATCH,PRICE,5,"2025/01/01 00:20:00",1,NSW1,20241231244,0,120.30552,0,120.30552,0,0,"2025/01/01 00:15:03",0.37,0.37,0,0.23,0.23,0,0.23,0.23,0,5.45,5.45,0,0.01,0.01,0,0.07,0.07,0,0.01,0.01,0,1.2,1.2,0,FIRM,120.30552,0.37,0.23,0.23,5.45,0.01,0.07,0.01,1.2,90461.75762,279.48619,188.77232,297.18425,12457.60852,346.68031,1423.50428,255.7099,5316.3011,NOT_OCD,NOT_MII,7.23,7.23,0,0,0,0,7.23,0,1100.80217,10.94
D,DISPATCH,PRICE,5,"2025/01/01 00:20:00",1,QLD1,20241231244,0,132.58249,0,132.58249,0,0,"2025/01/01 00:15:03",0.37,0.37,0,0.23,0.23,0,0.23,0.23,0,5.45,5.45,0,0.01,0.01,0,0.07,0.07,0,0.01,0.01,0,1.2,1.2,0,FIRM,132.58249,0.37,0.23,0.23,5.45,0.01,0.07,0.01,1.2,107288.58957,279.48619,188.77232,297.18425,12457.60852,346.68031,1423.50428,255.7099,5316.3011,NOT_OCD,NOT_MII,7.23,7.23,0,0,0,0,7.23,0,1100.80217,10.94
D,DISPATCH,PRICE,5,"2025/01/01 00:20:00",1,SA1,20241231244,0,129.64224,0,129.64224,0,0,"2025/01/01 00:15:03",0.37,0.37,0,0.23,0.23,0,0.23,0.23,0,5.45,5.45,0,0.01,0.01,0,0.07,0.07,0,0.01,0.01,0,1.2,1.2,0,FIRM,129.64224,0.37,0.23,0.23,5.45,0.01,0.07,0.01,1.2,47127.38048,279.48619,188.77232,297.18425,12457.60852,346.68031,1423.50428,255.7099,5316.3011,NOT_OCD,NOT_MII,7.23,7.23,0,0,0,0,7.23,0,1100.80217,10.94
D,DISPATCH,PRICE,5,"2025/01/01 00:20:00",1,TAS1,20241231244,0,118.28,0,118.28,0,0,"2025/01/01 00:15:03",0.37,0.37,0,0.23,0.23,0,0.23,0.23,0,6.13,6.13,0,0.38,0.38,0,0.38,0.38,0,0.01,0.01,0,4.5,4.5,0,FIRM,118.28,0.37,0.23,0.23,6.13,0.38,0.38,0.01,4.5,113761.59399,1049.0536,718.11805,407.88576,13210.43853,5780.50076,895.9802,77.8699,31231.76968,NOT_OCD,NOT_MII,7.23,7.23,0,0,0,0,7.23,0,992.0738,0.84
D,DISPATCH,PRICE,5,"2025/01/01 00:20:00",1,VIC1,20241231244,0,116.96976,0,116.96976,0,0,"2025/01/01 00:15:03",0.37,0.37,0,0.23,0.23,0,0.23,0.23,0,5.45,5.45,0,0.01,0.01,0,0.07,0.07,0,0.01,0.01,0,1.2,1.2,0,FIRM,116.96976,0.37,0.23,0.23,5.45,0.01,0.07,0.01,1.2,39214.59074,279.48619,188.77232,297.18425,12457.60852,346.68031,1423.50428,255.7099,5316.3011,NOT_OCD,NOT_MII,7.23,7.23,0,0,0,0,7.23,0,1100.80217,10.94
D,DISPATCH,PRICE,5,"2025/01/01 00:25:00",1,NSW1,20241231245,0,119.88874,0,119.88874,0,0,"2025/01/01 00:20:04",0.37,0.37,0,0.23,0.23,0,0.23,0.23,0,7.85,7.85,0,0.1,0.1,0,0.15,0.15,0,0.01,0.01,0,3.75,3.75,0,FIRM,119.88874,0.37,0.23,0.23,7.85,0.1,0.15,0.01,3.75,90494.13636,279.48619,188.77232,297.18425,12460.45852,346.77031,1423.58428,255.7099,5318.0511,NOT_OCD,NOT_MII,1,1,0,0,0,0,1,0,1100.94217,10.94
D,DISPATCH,PRICE,5,"2025/01/01 00:25:00",1,QLD1,20241231245,0,132.07553,0,132.07553,0,0,"2025/01/01 00:20:04",0.37,0.37,0,0.23,0.23,0,0.23,0.23,0,7.85,7.85,0,0.1,0.1,0,0.15,0.15,0,0.01,0.01,0,3.75,3.75,0,FIRM,132.07553,0.37,0.23,0.23,7.85,0.1,0.15,0.01,3.75,107332.02318,279.48619,188.77232,297.18425,12460.45852,346.77031,1423.58428,255.7099,5318.0511,NOT_OCD,NOT_MII,1,1,0,0,0,0,1,0,1100.94217,10.94
D,DISPATCH,PRICE,5,"2025/01/01 00:25:00",1,SA1,20241231245,0,129.51666,0,129.51666,0,0,"2025/01/01 00:20:04",0.37,0.37,0,0.23,0.23,0,0.23,0.23,0,7.85,7.85,0,0.1,0.1,0,0.15,0.15,0,0.01,0.01,0,3.75,3.75,0,FIRM,129.51666,0.37,0.23,0.23,7.85,0.1,0.15,0.01,3.75,47166.51686,279.48619,188.77232,297.18425,12460.45852,346.77031,1423.58428,255.7099,5318.0511,NOT_OCD,NOT_MII,1,1,0,0,0,0,1,0,1100.94217,10.94
D,DISPATCH,PRICE,5,"2025/01/01 00:25:00",1,TAS1,20241231245,0,118.28,0,118.28,0,0,"2025/01/01 00:20:04",0.37,0.37,0,0.23,0.23,0,0.23,0.23,0,6.13,6.13,0,0.38,0.38,0,0.38,0.38,0,0.01,0.01,0,4.5,4.5,0,FIRM,118.28,0.37,0.23,0.23,6.13,0.38,0.38,0.01,4.5,113800.24703,1049.0536,718.11805,407.88576,13209.30853,5780.87076,896.2902,77.8699,31231.63134,NOT_OCD,NOT_MII,1,1,0,0,0,0,1,0,992.2138,0.84
D,DISPATCH,PRICE,5,"2025/01/01 00:25:00",1,VIC1,20241231245,0,116.49766,0,116.49766,0,0,"2025/01/01 00:20:04",0.37,0.37,0,0.23,0.23,0,0.23,0.23,0,7.85,7.85,0,0.1,0.1,0,0.15,0.15,0,0.01,0.01,0,3.75,3.75,0,FIRM,116.49766,0.37,0.23,0.23,7.85,0.1,0.15,0.01,3.75,39246.32306,279.48619,188.77232,297.18425,12460.45852,346.77031,1423.58428,255.7099,5318.0511,NOT_OCD,NOT_MII,1,1,0,0,0,0,1,0,1100.94217,10.94
D,DISPATCH,PRICE,5,"2025/01/01 00:30:00",1,NSW1,20241231246,0,121.87,0,121.87,0,0,"2025/01/01 00:25:03",0.23,0.23,0,0.1,0.1,0,0.23,0.23,0,5,5,0,0.1,0.1,0,0.1,0.1,0,0.1,0.1,0,0.72,0.72,0,FIRM,121.87,0.23,0.1,0.23,5,0.1,0.1,0.1,0.72,90530.46053,279.34619,188.64232,297.18425,12459.45852,346.77031,1423.30428,255.7999,5318.7611,NOT_OCD,NOT_MII,0.86,0.86,0,0,0,0,0.86,0,1100.94217,10.94
D,DISPATCH,PRICE,5,"2025/01/01 00:30:00",1,QLD1,20241231246,0,133.38034,0,133.38034,0,0,"2025/01/01 00:25:03",0.23,0.23,0,0.1,0.1,0,0.23,0.23,0,5,5,0,0.1,0.1,0,0.1,0.1,0,0.1,0.1,0,0.72,0.72,0,FIRM,133.38034,0.23,0.1,0.23,5,0.1,0.1,0.1,0.72,107377.74104,279.34619,188.64232,297.18425,12459.45852,346.77031,1423.30428,255.7999,5318.7611,NOT_OCD,NOT_MII,0.86,0.86,0,0,0,0,0.86,0,1100.94217,10.94
D,DISPATCH,PRICE,5,"2025/01/01 00:30:00",1,SA1,20241231246,0,134.71659,0,134.71659,0,0,"2025/01/01 00:25:03",0.23,0.23,0,0.1,0.1,0,0.23,0.23,0,5,5,0,0.1,0.1,0,0.1,0.1,0,0.1,0.1,0,0.72,0.72,0,FIRM,134.71659,0.23,0.1,0.23,5,0.1,0.1,0.1,0.72,47213.13086,279.34619,188.64232,297.18425,12459.45852,346.77031,1423.30428,255.7999,5318.7611,NOT_OCD,NOT_MII,0.86,0.86,0,0,0,0,0.86,0,1100.94217,10.94
D,DISPATCH,PRICE,5,"2025/01/01 00:30:00",1,TAS1,20241231246,0,118.28,0,118.28,0,0,"2025/01/01 00:25:03",0.23,0.23,0,0.1,0.1,0,0.23,0.23,0,6.13,6.13,0,2.38,2.38,0,0.38,0.38,0,0.1,0.1,0,4.5,4.5,0,FIRM,118.28,0.23,0.1,0.23,6.13,2.38,0.38,0.1,4.5,113840.26152,1048.9136,717.98805,407.88576,13208.17853,5783.15076,896.2902,77.9599,31231.14134,NOT_OCD,NOT_MII,0.86,0.86,0,0,0,0,0.86,0,992.2138,0.84
D,DISPATCH,PRICE,5,"2025/01/01 00:30:00",1,VIC1,20241231246,0,119.44363,0,119.44363,0,0,"2025/01/01 00:25:03",0.23,0.23,0,0.1,0.1,0,0.23,0.23,0,5,5,0,0.1,0.1,0,0.1,0.1,0,0.1,0.1,0,0.72,0.72,0,FIRM,119.44363,0.23,0.1,0.23,5,0.1,0.1,0.1,0.72,39282.88311,279.34619,188.64232,297.18425,12459.45852,346.77031,1423.30428,255.7999,5318.7611,NOT_OCD,NOT_MII,0.86,0.86,0,0,0,0,0.86,0,1100.94217,10.94
D,DISPATCH,PRICE,5,"2025/01/01 00:35:00",1,NSW1,20241231247,0,111.65192,0,111.65192,0,0,"2025/01/01 00:30:03",0.37,0.37,0,0.15,0.15,0,0.23,0.23,0,7.99,7.99,0,0.1,0.1,0,0.15,0.15,0,0,0,0,3.65,3.65,0,FIRM,111.65192,0.37,0.15,0.23,7.99,0.1,0.15,0,3.65,90556.90785,279.34619,188.57232,297.18425,12461.44852,346.77031,1423.35428,255.7899,5322.4011,NOT_OCD,NOT_MII,0.94,0.94,0,0,0,0,0.94,0,1101.02217,10.94
D,DISPATCH,PRICE,5,"2025/01/01 00:35:00",1,QLD1,20241231247,0,122.95,0,122.95,0,0,"2025/01/01 00:30:03",0.37,0.37,0,0.15,0.15,0,0.23,0.23,0,7.99,7.99,0,0.1,0.1,0,0.15,0.15,0,0,0,0,3.65,3.65,0,FIRM,122.95,0.37,0.15,0.23,7.99,0.1,0.15,0,3.65,107414.06104,279.34619,188.57232,297.18425,12461.44852,346.77031,1423.35428,255.7899,5322.4011,NOT_OCD,NOT_MII,0.94,0.94,0,0,0,0,0.94,0,1101.02217,10.94
D,DISPATCH,PRICE,5,"2025/01/01 00:35:00",1,SA1,20241231247,0,122.94654,0,122.94654,0,0,"2025/01/01 00:30:03",0.37,0.37,0,0.15,0.15,0,0.23,0.23,0,7.99,7.99,0,0.1,0.1,0,0.15,0.15,0,0,0,0,3.65,3.65,0,FIRM,122.94654,0.37,0.15,0.23,7.99,0.1,0.15,0,3.65,47250.2348,279.34619,188.57232,297.18425,12461.44852,346.77031,1423.35428,255.7899,5322.4011,NOT_OCD,NOT_MII,0.94,0.94,0,0,0,0,0.94,0,1101.02217,10.94
D,DISPATCH,PRICE,5,"2025/01/01 00:35:00",1,TAS1,20241231247,0,113.22956,0,113.22956,0,0,"2025/01/01 00:30:03",0.37,0.37,0,0.15,0.15,0,0.23,0.23,0,6.13,6.13,0,0.1,0.1,0,0.15,0.15,0,0,0,0,2.5,2.5,0,FIRM,113.22956,0.37,0.15,0.23,6.13,0.1,0.15,0,2.5,113875.76696,1048.9036,717.75805,407.88576,13207.04853,5783.15076,896.3402,77.9499,31229.65134,NOT_OCD,NOT_MII,0.94,0.94,0,0,0,0,0.94,0,992.2938,0.84
D,DISPATCH,PRICE,5,"2025/01/01 00:35:00",1,VIC1,20241231247,0,110.18153,0,110.18153,0,0,"2025/01/01 00:30:03",0.37,0.37,0,0.15,0.15,0,0.23,0.23,0,7.99,7.99,0,0.1,0.1,0,0.15,0.15,0,0,0,0,3.65,3.65,0,FIRM,110.18153,0.37,0.15,0.23,7.99,0.1,0.15,0,3.65,39311.78746,279.34619,188.57232,297.18425,12461.44852,346.77031,1423.35428,255.7899,5322.4011,NOT_OCD,NOT_MII,0.94,0.94,0,0,0,0,0.94,0,1101.02217,10.94
D,DISPATCH,PRICE,5,"2025/01/01 00:40:00",1,NSW1,20241231248,0,119.04851,0,119.04851,0,0,"2025/01/01 00:35:04",0.23,0.23,0,0.1,0.1,0,0.23,0.23,0,3.38,3.38,0,0.03,0.03,0,0.1,0.1,0,0.1,0.1,0,3.75,3.75,0,FIRM,119.04851,0.23,0.1,0.23,3.38,0.03,0.1,0.1,3.75,90590.19784,279.34619,188.52232,297.18425,12458.82852,346.70031,1423.07428,255.8899,5325.8911,NOT_OCD,NOT_MII,0.86,0.86,0,0,0,0,0.86,0,1101.02217,10.94
D,DISPATCH,PRICE,5,"2025/01/01 00:40:00",1,QLD1,20241231248,0,129.42258,0,129.42258,0,0,"2025/01/01 00:35:04",0.23,0.23,0,0.1,0.1,0,0.23,0.23,0,3.38,3.38,0,0.03,0.03,0,0.1,0.1,0,0.1,0.1,0,3.75,3.75,0,FIRM,129.42258,0.23,0.1,0.23,3.38,0.03,0.1,0.1,3.75,107456.85362,279.34619,188.52232,297.18425,12458.82852,346.70031,1423.07428,255.8899,5325.8911,NOT_OCD,NOT_MII,0.86,0.86,0,0,0,0,0.86,0,1101.02217,10.94
D,DISPATCH,PRICE,5,"2025/01/01 00:40:00",1,SA1,20241231248,0,134.265,0,134.265,0,0,"2025/01/01 00:35:04",0.23,0.23,0,0.1,0.1,0,0.23,0.23,0,3.38,3.38,0,0.03,0.03,0,0.1,0.1,0,0.1,0.1,0,3.75,3.75,0,FIRM,134.265,0.23,0.1,0.23,3.38,0.03,0.1,0.1,3.75,47297.31341,279.34619,188.52232,297.18425,12458.82852,346.70031,1423.07428,255.8899,5325.8911,NOT_OCD,NOT_MII,0.86,0.86,0,0,0,0,0.86,0,1101.02217,10.94
D,DISPATCH,PRICE,5,"2025/01/01 00:40:00",1,TAS1,20241231248,0,120.28,0,120.28,0,0,"2025/01/01 00:35:04",0.23,0.23,0,0.1,0.1,0,0.23,0.23,0,6.13,6.13,0,0.38,0.38,0,0.38,0.38,0,0.1,0.1,0,1.5,1.5,0,FIRM,120.28,0.23,0.1,0.23,6.13,0.38,0.38,0.1,1.5,113916.76696,1048.7536,717.47805,407.88576,13205.91853,5783.43076,896.3402,78.0499,31228.16134,NOT_OCD,NOT_MII,0.86,0.86,0,0,0,0,0.86,0,992.2938,0.84
D,DISPATCH,PRICE,5,"2025/01/01 00:40:00",1,VIC1,20241231248,0,118.57675,0,118.57675,0,0,"2025/01/01 00:35:04",0.23,0.23,0,0.1,0.1,0,0.23,0.23,0,3.38,3.38,0,0.03,0.03,0,0.1,0.1,0,0.1,0.1,0,3.75,3.75,0,FIRM,118.57675,0.23,0.1,0.23,3.38,0.03,0.1,0.1,3.75,39347.89065,279.34619,188.52232,297.18425,12458.82852,346.70031,1423.07428,255.8899,5325.8911,NOT_OCD,NOT_MII,0.86,0.86,0,0,0,0,0.86,0,1101.02217,10.94
D,DISPATCH,PRICE,5,"2025/01/01 00:45:00",1,TAS1,20241231249,0,120.28,0,120.28,0,0,"2025/01/01 00:40:03",0.36,0.36,0,0.15,0.15,0,0.23,0.23,0,6.13,6.13,0,0.38,0.38,0,0.38,0.38,0,0.2,0.2,0,1.5,1.5,0,FIRM,120.28,0.36,0.15,0.23,6.13,0.38,0.38,0.2,1.5,113958.60808,1048.7336,717.24805,407.88576,13204.78853,5783.71076,896.6202,78.2499,31225.67134,NOT_OCD,NOT_MII,0.86,0.86,0,0,0,0,0.86,0,992.2938,0.84
