settlementdate,regionid,rrp,totaldemand,netinterchange,demandforecast
2025-01-19 16:30:00,TAS1,198.99808,934.57,8.92,5
2025-01-19 16:30:00,VIC1,203.02431,6130.8,147.34,57
2025-01-19 16:35:00,NSW1,-14.99,6288.33,947.89,72
2025-01-19 16:35:00,QLD1,-17.42303,7095.93,-609.95,56
2025-01-19 16:35:00,SA1,230.0,1994.94,-458.13,37
2025-01-19 16:35:00,TAS1,173.62303,947.73,31.06,5
2025-01-19 16:35:00,VIC1,178.09689,6131.68,200.62,58
2025-01-19 16:40:00,NSW1,-14.99,6448.94,856.47,75
2025-01-19 16:40:00,QLD1,-17.12141,7053.77,-523.65,48
2025-01-19 16:40:00,SA1,228.44,1957.02,-473.08,34
2025-01-19 16:40:00,TAS1,174.23537,962.92,15.81,5
2025-01-19 16:40:00,VIC1,178.24341,6257.63,222.08,57
2025-01-19 16:45:00,NSW1,-4e-05,6524.37,986.61,71
2025-01-19 16:45:00,QLD1,-5e-05,7232.82,-698.51,49
2025-01-19 16:45:00,SA1,212.79492,1892.02,-448.66,28
2025-01-19 16:45:00,TAS1,173.15532,964.73,97.61,5
2025-01-19 16:45:00,VIC1,180.01,6453.8,179.42,61
2025-01-19 16:50:00,NSW1,0.0,6628.93,794.19,75
2025-01-19 16:50:00,QLD1,0.0,7275.84,-566.61,51
2025-01-19 16:50:00,SA1,219.90556,1866.14,-354.24,22
2025-01-19 16:50:00,TAS1,196.36003,988.1,66.21,5
2025-01-19 16:50:00,VIC1,190.28189,6594.68,141.97,69
2025-01-19 16:55:00,NSW1,20.0,6739.44,848.53,75
2025-01-19 16:55:00,QLD1,23.16282,7367.73,-538.73,54
2025-01-19 16:55:00,SA1,176.77333,1893.67,-404.64,19
2025-01-19 16:55:00,TAS1,163.5778,991.15,77.84,5
2025-01-19 16:55:00,VIC1,164.23,6697.31,97.37,72
2025-01-19 17:00:00,NSW1,38.19026,6940.39,1144.15,80
2025-01-19 17:00:00,QLD1,44.95009,7519.23,-628.06,59
2025-01-19 17:00:00,SA1,170.44,1936.89,-538.58,17
2025-01-19 17:00:00,TAS1,140.07,997.68,51.1,4
2025-01-19 17:00:00,VIC1,123.14172,6708.6,106.53,67
2025-01-19 17:05:00,NSW1,-16.10948,6905.92,1193.3,77
2025-01-19 17:05:00,QLD1,34.75,7530.55,-641.83,60
2025-01-19 17:05:00,SA1,159.22984,1996.23,-564.68,17
2025-01-19 17:05:00,TAS1,121.08,993.27,92.2,3
2025-01-19 17:05:00,VIC1,122.91011,6720.09,70.04,66
2025-01-19 17:10:00,NSW1,-33.0,6856.09,1211.0,62
2025-01-19 17:10:00,QLD1,0.0,7440.44,-632.92,55
2025-01-19 17:10:00,SA1,170.44,2025.61,-588.87,18
2025-01-19 17:10:00,TAS1,110.08,981.5,0.0,2
2025-01-19 17:10:00,VIC1,31.59942,6689.47,161.82,56
2025-01-19 17:15:00,NSW1,-14.99,6905.53,1087.08,53
2025-01-19 17:15:00,QLD1,-17.55115,7434.75,-602.44,42
2025-01-19 17:15:00,SA1,170.44,2058.21,-604.84,18
2025-01-19 17:15:00,TAS1,110.16909,978.8,85.46,2
2025-01-19 17:15:00,VIC1,114.22958,6853.93,179.07,54
2025-01-19 17:20:00,NSW1,-14.99,6992.55,1100.28,52
2025-01-19 17:20:00,QLD1,70.00995,7494.03,-592.15,37
2025-01-19 17:20:00,SA1,170.44,2070.54,-637.04,18
2025-01-19 17:20:00,TAS1,121.20965,1000.58,73.94,2
2025-01-19 17:20:00,VIC1,118.12,6853.21,205.84,51
2025-01-19 17:25:00,NSW1,-2.0,7139.03,1103.23,53
2025-01-19 17:25:00,QLD1,44.95,7527.64,-585.9,34
2025-01-19 17:25:00,SA1,138.04,2084.64,-658.67,18
2025-01-19 17:25:00,TAS1,112.90667,998.88,27.95,1
2025-01-19 17:25:00,VIC1,100.01,6848.86,268.12,43
2025-01-19 17:30:00,NSW1,20.0,7178.5,1123.03,54
2025-01-19 17:30:00,QLD1,73.83002,7665.97,-580.17,30
2025-01-19 17:30:00,SA1,139.70432,2098.15,-642.79,18
2025-01-19 17:30:00,TAS1,114.35732,1010.87,65.18,1
2025-01-19 17:30:00,VIC1,118.12,6908.49,181.96,33
2025-01-19 17:35:00,NSW1,8.36636,7229.67,1063.08,47
2025-01-19 17:35:00,QLD1,55.75,7731.28,-571.66,31
2025-01-19 17:35:00,SA1,146.04905,2105.27,-695.43,18
2025-01-19 17:35:00,TAS1,112.90667,1007.93,0.0,1
2025-01-19 17:35:00,VIC1,9.0,6968.66,362.77,27
2025-01-19 17:40:00,NSW1,63.71461,7343.64,822.63,54
2025-01-19 17:40:00,QLD1,73.83002,7740.96,-493.23,29
2025-01-19 17:40:00,SA1,138.0,2127.13,-685.18,19
2025-01-19 17:40:00,TAS1,68.13366,995.59,-120.56,1
2025-01-19 17:40:00,VIC1,67.11078,6980.26,611.79,21
2025-01-19 17:45:00,NSW1,83.2418,7360.94,722.87,53
2025-01-19 17:45:00,QLD1,90.97212,7766.46,-175.56,26
2025-01-19 17:45:00,SA1,170.44,2165.84,-677.93,21
2025-01-19 17:45:00,TAS1,110.05,1002.18,-249.99,1
2025-01-19 17:45:00,VIC1,105.71823,6946.71,501.44,15
2025-01-19 17:50:00,NSW1,86.36755,7426.78,527.77,49
2025-01-19 17:50:00,QLD1,93.83009,7776.61,-156.26,19
2025-01-19 17:50:00,SA1,170.44,2228.39,-718.37,22
2025-01-19 17:50:00,TAS1,110.06,986.02,-188.01,1
2025-01-19 17:50:00,VIC1,107.09729,7072.23,645.29,12
2025-01-19 17:55:00,NSW1,92.26511,7459.61,466.55,45
2025-01-19 17:55:00,QLD1,99.75,7793.22,-99.0,21
2025-01-19 17:55:00,SA1,230.0,2308.32,-654.79,24
2025-01-19 17:55:00,TAS1,110.06,990.44,-215.26,1
2025-01-19 17:55:00,VIC1,106.54528,7053.88,605.28,13
2025-01-19 18:00:00,NSW1,99.64236,7536.79,424.02,41
2025-01-19 18:00:00,QLD1,108.51346,7821.85,-146.9,21
2025-01-19 18:00:00,SA1,228.44,2332.9,-650.0,27
2025-01-19 18:00:00,TAS1,110.06,991.38,-223.19,1
2025-01-19 18:00:00,VIC1,106.2714,7004.03,693.47,10
2025-01-19 18:05:00,NSW1,100.0,7497.28,503.7,31
2025-01-19 18:05:00,QLD1,109.7,7863.57,-191.98,21
2025-01-19 18:05:00,SA1,228.44,2341.75,-648.82,24
2025-01-19 18:05:00,TAS1,110.06,988.58,-191.75,1
2025-01-19 18:05:00,VIC1,107.36975,7016.13,627.88,3
2025-01-19 18:10:00,NSW1,111.01405,7522.7,500.72,22
2025-01-19 18:10:00,QLD1,122.49,7915.01,-213.86,20
2025-01-19 18:10:00,SA1,143.26939,2349.9,-668.08,22
2025-01-19 18:10:00,TAS1,110.08,990.8,-26.0,0
2025-01-19 18:10:00,VIC1,118.40021,7153.42,503.73,7
2025-01-19 18:15:00,NSW1,120.72797,7481.11,363.6,18
2025-01-19 18:15:00,QLD1,130.85848,7894.38,-99.34,20
2025-01-19 18:15:00,SA1,230.0,2364.33,-686.77,21
2025-01-19 18:15:00,TAS1,112.90667,1000.63,0.0,1
2025-01-19 18:15:00,VIC1,129.02,7123.27,513.0,6
2025-01-19 18:20:00,NSW1,156.82585,7540.42,109.84,15
2025-01-19 18:20:00,QLD1,171.06691,7893.95,-139.19,16
2025-01-19 18:20:00,SA1,230.0,2349.65,-664.41,19
2025-01-19 18:20:00,TAS1,154.31648,1004.62,87.63,1
2025-01-19 18:20:00,VIC1,160.0,7050.98,687.26,-1
2025-01-19 18:25:00,NSW1,151.73914,7464.29,158.1,13
2025-01-19 18:25:00,QLD1,164.5,7924.63,-93.6,14
2025-01-19 18:25:00,SA1,228.44,2364.68,-676.38,14
2025-01-19 18:25:00,TAS1,157.7961,1017.05,98.9,1
2025-01-19 18:25:00,VIC1,157.29313,7167.97,594.81,-2
2025-01-19 18:30:00,NSW1,225.62667,7642.88,-75.1,9
2025-01-19 18:30:00,QLD1,245.13018,8006.21,-108.32,10
2025-01-19 18:30:00,SA1,258.66126,2386.87,-606.72,11
2025-01-19 18:30:00,TAS1,212.625,1014.47,147.6,1
2025-01-19 18:30:00,VIC1,223.37,7123.1,713.51,2
2025-01-19 18:35:00,NSW1,220.46627,7537.83,167.39,10
2025-01-19 18:35:00,QLD1,244.00135,8065.28,-220.72,11
2025-01-19 18:35:00,SA1,256.94426,2370.99,-588.33,8
2025-01-19 18:35:00,TAS1,212.08566,1014.23,163.87,2
2025-01-19 18:35:00,VIC1,223.41,7129.25,558.03,-1
2025-01-19 18:40:00,NSW1,211.41696,7616.83,216.24,14
2025-01-19 18:40:00,QLD1,224.19,8004.7,20.79,12
2025-01-19 18:40:00,SA1,266.36211,2397.79,-682.36,6
2025-01-19 18:40:00,TAS1,211.59367,1010.62,200.04,1
2025-01-19 18:40:00,VIC1,224.64618,7096.33,335.2,-11
2025-01-19 18:45:00,NSW1,200.9,7692.81,208.33,18
2025-01-19 18:45:00,QLD1,210.28885,7908.69,87.69,6
2025-01-19 18:45:00,SA1,302.06,2441.25,-666.15,5
2025-01-19 18:45:00,TAS1,204.59836,1010.46,198.88,1
2025-01-19 18:45:00,VIC1,217.21969,7043.95,262.85,-13
2025-01-19 18:50:00,NSW1,220.31016,7663.52,238.0,17
2025-01-19 18:50:00,QLD1,229.29922,7935.91,142.66,3
2025-01-19 18:50:00,SA1,302.06,2436.15,-657.74,5
2025-01-19 18:50:00,TAS1,226.64609,1009.43,196.38,1
2025-01-19 18:50:00,VIC1,240.0,7051.48,174.3,-16
2025-01-19 18:55:00,NSW1,148.80693,7627.98,265.47,13
2025-01-19 18:55:00,QLD1,158.57904,7912.76,-10.57,-1
2025-01-19 18:55:00,SA1,379.98,2473.01,-661.55,5
2025-01-19 18:55:00,TAS1,151.09418,1014.24,188.78,1
2025-01-19 18:55:00,VIC1,160.0,7003.78,312.81,-19
2025-01-19 19:00:00,NSW1,135.89,7676.84,418.29,9
2025-01-19 19:00:00,QLD1,149.37493,7952.38,-155.75,-3
2025-01-19 19:00:00,SA1,985.2,2485.14,-652.16,6
2025-01-19 19:00:00,TAS1,140.07829,1009.39,103.86,0
2025-01-19 19:00:00,VIC1,145.62551,6975.27,386.72,-20
2025-01-19 19:05:00,NSW1,128.72791,7627.39,407.88,10
2025-01-19 19:05:00,QLD1,139.73002,7915.25,-108.46,-4
2025-01-19 19:05:00,SA1,360.55,2455.5,-659.78,4
2025-01-19 19:05:00,TAS1,292.15647,1011.4,180.69,-1
2025-01-19 19:05:00,VIC1,308.5598,7029.11,282.38,-23
2025-01-19 19:10:00,NSW1,112.35543,7735.86,480.66,4
2025-01-19 19:10:00,QLD1,122.49,7786.72,-126.34,-9
2025-01-19 19:10:00,SA1,289.63694,2436.14,-664.42,2
2025-01-19 19:10:00,TAS1,232.32359,1005.68,212.28,-1
2025-01-19 19:10:00,VIC1,247.29596,7044.03,206.94,-12
2025-01-19 19:15:00,NSW1,113.9587,7746.07,382.04,2
2025-01-19 19:15:00,QLD1,122.95,7859.67,-63.8,-13
2025-01-19 19:15:00,SA1,300.01,2441.66,-705.78,0
2025-01-19 19:15:00,TAS1,177.6029,1001.92,318.03,-1
2025-01-19 19:15:00,VIC1,192.48716,6985.19,187.09,-12
2025-01-19 19:20:00,NSW1,105.35747,7751.26,383.98,0
2025-01-19 19:20:00,QLD1,113.51997,7791.87,-67.64,-13
2025-01-19 19:20:00,SA1,302.06,2445.55,-701.79,-1
2025-01-19 19:20:00,TAS1,184.66366,1003.85,331.36,-1
2025-01-19 19:20:00,VIC1,200.64962,6969.91,172.29,-13
2025-01-19 19:25:00,NSW1,124.41886,7806.06,380.6,1
2025-01-19 19:25:00,QLD1,134.94,7795.38,-90.77,-16
2025-01-19 19:25:00,SA1,270.34,2439.39,-704.51,-2
2025-01-19 19:25:00,TAS1,202.64822,1015.24,314.8,0
2025-01-19 19:25:00,VIC1,219.63,6965.3,217.59,-9
2025-01-19 19:30:00,NSW1,112.9466,7827.03,409.94,1
2025-01-19 19:30:00,QLD1,122.49,7780.08,-118.37,-18
2025-01-19 19:30:00,SA1,235.09,2448.57,-661.4,-3
2025-01-19 19:30:00,TAS1,184.62395,1007.74,319.85,0
2025-01-19 19:30:00,VIC1,200.09621,6918.64,163.17,-9
2025-01-19 19:35:00,NSW1,112.35953,7811.85,478.35,-7
2025-01-19 19:35:00,QLD1,122.49,7754.25,-142.57,-18
2025-01-19 19:35:00,SA1,230.0,2452.36,-703.76,-3
2025-01-19 19:35:00,TAS1,140.06,1012.38,291.95,0
2025-01-19 19:35:00,VIC1,151.02589,6837.0,201.29,-14
2025-01-19 19:40:00,NSW1,103.51723,7827.46,452.9,-2
2025-01-19 19:40:00,QLD1,112.75,7713.56,-141.3,-21
2025-01-19 19:40:00,SA1,229.0,2459.65,-703.49,-2
2025-01-19 19:40:00,TAS1,140.14,1025.29,284.3,1
2025-01-19 19:40:00,VIC1,151.11215,6854.25,230.5,-16
2025-01-19 19:45:00,NSW1,113.14542,7855.47,532.08,0
2025-01-19 19:45:00,QLD1,122.49,7706.49,-121.35,-21
2025-01-19 19:45:00,SA1,230.0,2469.07,-640.89,-1
2025-01-19 19:45:00,TAS1,120.1,1034.1,210.59,2
2025-01-19 19:45:00,VIC1,127.51299,6725.91,134.08,-17
2025-01-19 19:50:00,NSW1,112.3889,7844.43,550.76,-4
2025-01-19 19:50:00,QLD1,122.49,7755.97,-136.8,-22
2025-01-19 19:50:00,SA1,230.0,2469.0,-648.65,-1
2025-01-19 19:50:00,TAS1,120.1,1017.85,213.75,2
2025-01-19 19:50:00,VIC1,127.84492,6667.0,138.8,-25
2025-01-19 19:55:00,NSW1,104.80762,7900.97,456.49,-5
2025-01-19 19:55:00,QLD1,112.75,7678.22,-89.7,-22
2025-01-19 19:55:00,SA1,228.44,2460.32,-698.28,-2
2025-01-19 19:55:00,TAS1,133.84825,1012.45,257.45,0
2025-01-19 19:55:00,VIC1,143.58839,6697.87,194.99,-26
2025-01-19 20:00:00,NSW1,92.04553,7783.47,562.26,-12
2025-01-19 20:00:00,QLD1,99.95,7571.91,-143.22,-27
2025-01-19 20:00:00,SA1,230.0,2462.21,-666.31,-3
2025-01-19 20:00:00,TAS1,121.08,1017.68,209.27,0
2025-01-19 20:00:00,VIC1,128.5534,6642.13,159.01,-26
2025-01-19 20:05:00,NSW1,101.21104,7830.64,512.0,-17
2025-01-19 20:05:00,QLD1,109.73002,7600.43,-124.15,-31
2025-01-19 20:05:00,SA1,230.0,2449.81,-658.67,-4
2025-01-19 20:05:00,TAS1,140.12,1027.83,158.89,0
2025-01-19 20:05:00,VIC1,147.16539,6641.57,224.28,-31
2025-01-19 20:10:00,NSW1,92.06353,7810.78,569.38,-15
2025-01-19 20:10:00,QLD1,99.95,7539.42,-127.86,-31
2025-01-19 20:10:00,SA1,229.0,2449.0,-709.09,-7
2025-01-19 20:10:00,TAS1,140.12,1024.04,162.15,0
2025-01-19 20:10:00,VIC1,147.03242,6604.75,232.33,-28
2025-01-19 20:15:00,NSW1,90.80023,7779.59,615.82,-19
2025-01-19 20:15:00,QLD1,99.75,7544.66,-211.24,-32
2025-01-19 20:15:00,SA1,228.44,2416.0,-713.69,-9
2025-01-19 20:15:00,TAS1,149.43235,1022.22,180.94,-1
2025-01-19 20:15:00,VIC1,157.38752,6582.4,258.6,-29
2025-01-19 20:20:00,NSW1,88.81,7691.35,676.48,-19
2025-01-19 20:20:00,QLD1,97.41917,7493.51,-223.91,-33
2025-01-19 20:20:00,SA1,228.44,2408.67,-716.79,-10
2025-01-19 20:20:00,TAS1,121.08,1026.66,123.83,-1
2025-01-19 20:20:00,VIC1,125.97277,6543.49,273.85,-32
2025-01-19 20:25:00,NSW1,89.81383,7698.24,760.22,-23
2025-01-19 20:25:00,QLD1,99.75,7522.63,-290.58,-34
2025-01-19 20:25:00,SA1,229.0,2391.08,-701.0,-12
2025-01-19 20:25:00,TAS1,120.08,1019.96,0.0,-2
2025-01-19 20:25:00,VIC1,99.0,6436.67,366.3,-33
2025-01-19 20:30:00,NSW1,87.4999,7652.7,737.01,-22
2025-01-19 20:30:00,QLD1,96.43757,7452.29,-253.02,-36
2025-01-19 20:30:00,SA1,228.44,2373.7,-713.62,-13
2025-01-19 20:30:00,TAS1,92.58665,991.44,105.1,-3
2025-01-19 20:30:00,VIC1,96.51252,6400.85,261.76,-41
2025-01-19 20:35:00,NSW1,88.81,7675.22,700.56,-24
2025-01-19 20:35:00,QLD1,97.25095,7424.57,-217.74,-35
2025-01-19 20:35:00,SA1,228.44,2359.63,-730.2,-15
2025-01-19 20:35:00,TAS1,154.62456,1008.92,79.8,-4
2025-01-19 20:35:00,VIC1,158.03854,6327.84,303.33,-42
2025-01-19 20:40:00,NSW1,85.74717,7555.58,706.69,-20
2025-01-19 20:40:00,QLD1,93.83001,7429.4,-221.66,-34
2025-01-19 20:40:00,SA1,228.44,2361.29,-716.06,-14
2025-01-19 20:40:00,TAS1,156.62299,1031.13,81.29,-3
2025-01-19 20:40:00,VIC1,160.898,6261.24,284.89,-44
2025-01-19 20:45:00,NSW1,73.02273,7528.86,666.46,-21
2025-01-19 20:45:00,QLD1,80.79,7384.4,-276.46,-31
2025-01-19 20:45:00,SA1,229.0,2336.58,-679.67,-14
2025-01-19 20:45:00,TAS1,174.79729,1031.58,102.8,-2
2025-01-19 20:45:00,VIC1,180.96,6276.63,310.04,-45
2025-01-19 20:50:00,NSW1,78.36638,7468.65,659.38,-24
2025-01-19 20:50:00,QLD1,86.63,7353.92,-267.44,-29
2025-01-19 20:50:00,SA1,228.44,2296.68,-727.39,-14
2025-01-19 20:50:00,TAS1,173.7455,1020.83,122.25,-2
2025-01-19 20:50:00,VIC1,180.96,6279.66,342.66,-42
2025-01-19 20:55:00,NSW1,87.5,7502.94,625.59,-23
2025-01-19 20:55:00,QLD1,93.83001,7235.96,-129.71,-33
2025-01-19 20:55:00,SA1,228.44,2318.73,-718.72,-13
2025-01-19 20:55:00,TAS1,120.08,1008.58,132.58,-2
2025-01-19 20:55:00,VIC1,125.07549,6126.94,222.79,-44
2025-01-19 21:00:00,NSW1,87.5,7493.9,628.41,-18
2025-01-19 21:00:00,QLD1,93.83001,7255.21,-127.79,-32
2025-01-19 21:00:00,SA1,228.44,2282.62,-705.91,-13
2025-01-19 21:00:00,TAS1,127.30731,1006.9,137.69,-3
2025-01-19 21:00:00,VIC1,132.72,6133.88,197.06,-47
2025-01-19 21:05:00,NSW1,92.7149,7372.61,489.03,-20
2025-01-19 21:05:00,QLD1,99.75,7219.76,-154.63,-28
2025-01-19 21:05:00,SA1,228.44,2265.85,-755.03,-13
2025-01-19 21:05:00,TAS1,149.77455,994.71,159.05,-3
2025-01-19 21:05:00,VIC1,157.20201,6067.76,389.35,-46
2025-01-19 21:10:00,NSW1,92.72873,7336.33,551.58,-21
2025-01-19 21:10:00,QLD1,99.75,7236.39,-159.23,-29
2025-01-19 21:10:00,SA1,228.44,2240.84,-750.52,-13
2025-01-19 21:10:00,TAS1,134.98703,995.22,154.83,-3
2025-01-19 21:10:00,VIC1,141.20141,5978.07,332.96,-46
2025-01-19 21:15:00,NSW1,92.65152,7389.13,558.67,-21
2025-01-19 21:15:00,QLD1,99.75,7264.84,-160.94,-26
2025-01-19 21:15:00,SA1,228.44,2229.46,-759.55,-14
2025-01-19 21:15:00,TAS1,120.08,989.64,125.31,-3
2025-01-19 21:15:00,VIC1,124.8152,5888.93,369.23,-48
2025-01-19 21:20:00,NSW1,87.5001,7365.65,515.28,-16
2025-01-19 21:20:00,QLD1,93.83001,7197.34,-131.79,-28
2025-01-19 21:20:00,SA1,228.44,2218.0,-740.05,-14
2025-01-19 21:20:00,TAS1,101.18732,988.99,78.65,-3
2025-01-19 21:20:00,VIC1,103.08677,5747.79,403.01,-53
2025-01-19 21:25:00,NSW1,93.25576,7361.72,501.64,-18
2025-01-19 21:25:00,QLD1,99.75,7263.87,-125.05,-29
2025-01-19 21:25:00,SA1,228.44,2205.49,-716.29,-13
2025-01-19 21:25:00,TAS1,115.60147,980.67,86.59,-4
2025-01-19 21:25:00,VIC1,118.89,5792.17,371.75,-53
2025-01-19 21:30:00,NSW1,92.07194,7416.29,453.2,-14
2025-01-19 21:30:00,QLD1,97.78189,7157.3,-76.59,-30
2025-01-19 21:30:00,SA1,200.0,2167.84,-760.9,-15
2025-01-19 21:30:00,TAS1,96.47665,976.58,76.09,-4
2025-01-19 21:30:00,VIC1,99.0,5751.85,429.73,-47
2025-01-19 21:35:00,NSW1,104.50005,7387.27,408.84,-16
2025-01-19 21:35:00,QLD1,109.56547,7120.83,-11.39,-35
2025-01-19 21:35:00,SA1,229.0,2147.32,-743.87,-15
2025-01-19 21:35:00,TAS1,127.24874,967.14,143.96,-4
2025-01-19 21:35:00,VIC1,132.72,5623.23,320.97,-46
2025-01-19 21:40:00,NSW1,105.74002,7394.6,396.27,-18
2025-01-19 21:40:00,QLD1,110.83003,7188.43,-1.48,-33
2025-01-19 21:40:00,SA1,228.44,2135.14,-733.98,-16
2025-01-19 21:40:00,TAS1,120.1,968.18,142.04,-4
2025-01-19 21:40:00,VIC1,125.16804,5618.65,311.53,-47
2025-01-19 21:45:00,NSW1,95.80192,7326.43,386.06,-17
2025-01-19 21:45:00,QLD1,99.75,7107.01,8.61,-33
2025-01-19 21:45:00,SA1,170.44,2089.08,-758.93,-16
2025-01-19 21:45:00,TAS1,100.64762,965.19,80.28,-3
2025-01-19 21:45:00,VIC1,103.31479,5544.6,398.49,-46
2025-01-19 21:50:00,NSW1,95.88742,7332.56,377.36,-18
2025-01-19 21:50:00,QLD1,99.75,7084.79,18.03,-37
2025-01-19 21:50:00,SA1,170.44,2066.05,-752.02,-18
2025-01-19 21:50:00,TAS1,120.1,964.73,73.16,-3
2025-01-19 21:50:00,VIC1,123.43677,5516.45,392.96,-44
2025-01-19 21:55:00,NSW1,90.30927,7319.59,387.6,-16
2025-01-19 21:55:00,QLD1,93.83001,7017.69,11.35,-37
2025-01-19 21:55:00,SA1,178.02,2044.21,-761.94,-19
2025-01-19 21:55:00,TAS1,120.1,968.77,81.1,-3
2025-01-19 21:55:00,VIC1,123.03228,5478.75,395.28,-41
2025-01-19 22:00:00,NSW1,91.32656,7291.68,399.19,-15
2025-01-19 22:00:00,QLD1,93.83001,6940.7,63.87,-36
2025-01-19 22:00:00,SA1,138.0,2041.36,-751.62,-18
2025-01-19 22:00:00,TAS1,95.95381,967.97,96.94,-3
2025-01-19 22:00:00,VIC1,99.0,5307.35,306.34,-45
2025-01-19 22:05:00,NSW1,90.03673,7190.6,554.16,-21
2025-01-19 22:05:00,QLD1,93.83001,6912.15,-34.37,-49
2025-01-19 22:05:00,SA1,138.05,1997.38,-707.86,-21
2025-01-19 22:05:00,TAS1,98.44911,959.6,71.77,-2
2025-01-19 22:05:00,VIC1,99.82238,5371.71,224.87,-56
2025-01-19 22:10:00,NSW1,95.88544,7223.08,464.09,-20
2025-01-19 22:10:00,QLD1,101.74645,6893.94,-121.45,-57
2025-01-19 22:10:00,SA1,138.0,1979.91,-739.44,-20
2025-01-19 22:10:00,TAS1,98.93003,965.26,74.2,-2
2025-01-19 22:10:00,VIC1,101.20949,5325.91,428.18,-42
2025-01-19 22:15:00,NSW1,93.18822,7242.36,469.62,-15
2025-01-19 22:15:00,QLD1,98.75389,6796.49,-114.98,-43
2025-01-19 22:15:00,SA1,138.0,1960.3,-752.47,-14
2025-01-19 22:15:00,TAS1,97.89212,957.06,92.21,-3
2025-01-19 22:15:00,VIC1,99.0,5288.95,415.96,-26
2025-01-19 22:20:00,NSW1,93.3943,7235.13,434.06,-19
2025-01-19 22:20:00,QLD1,98.32563,6768.14,-79.66,-40
2025-01-19 22:20:00,SA1,134.98734,1920.56,-743.3,-16
2025-01-19 22:20:00,TAS1,95.87509,951.67,92.61,-3
2025-01-19 22:20:00,VIC1,99.0,5318.81,398.43,-17
2025-01-19 22:25:00,NSW1,93.33424,7119.19,519.76,-21
2025-01-19 22:25:00,QLD1,98.74241,6757.18,-136.78,-14
2025-01-19 22:25:00,SA1,138.0,1920.48,-752.77,-14
2025-01-19 22:25:00,TAS1,101.35934,943.48,80.23,-3
2025-01-19 22:25:00,VIC1,99.0,5259.21,400.0,-31
2025-01-19 22:30:00,NSW1,93.78038,7170.71,485.89,-20
2025-01-19 22:30:00,QLD1,99.75,6706.86,-142.27,-44
2025-01-19 22:30:00,SA1,134.98734,1888.59,-704.38,-10
2025-01-19 22:30:00,TAS1,96.2096,942.87,82.15,-4
2025-01-19 22:30:00,VIC1,99.0,5205.28,374.51,-33
2025-01-19 22:35:00,NSW1,92.17022,7030.99,652.31,-37
2025-01-19 22:35:00,QLD1,98.5251,6699.96,-202.38,-26
2025-01-19 22:35:00,SA1,137.64839,1871.92,-731.17,-11
2025-01-19 22:35:00,TAS1,210.22,937.65,0.0,-4
2025-01-19 22:35:00,VIC1,99.0,5081.96,390.61,-42
2025-01-19 22:40:00,NSW1,88.80983,6985.86,675.52,-32
2025-01-19 22:40:00,QLD1,94.30703,6689.15,-168.4,-36
2025-01-19 22:40:00,SA1,123.59257,1876.41,-712.13,-13
2025-01-19 22:40:00,TAS1,110.08355,921.52,-122.88,-4
2025-01-19 22:40:00,VIC1,96.1698,5055.64,432.31,-24
2025-01-19 22:45:00,NSW1,87.91918,6942.72,630.29,-37
2025-01-19 22:45:00,QLD1,93.83001,6644.56,-197.64,-29
2025-01-19 22:45:00,SA1,121.85427,1849.14,-672.11,-8
2025-01-19 22:45:00,TAS1,119.08,918.77,-308.0,-3
2025-01-19 22:45:00,VIC1,103.82971,5081.44,643.56,2
2025-01-19 22:50:00,NSW1,88.53713,6983.74,564.51,-17
2025-01-19 22:50:00,QLD1,93.83001,6581.33,-163.94,-41
2025-01-19 22:50:00,SA1,129.99,1833.66,-712.05,-17
2025-01-19 22:50:00,TAS1,110.06,892.76,-377.0,-7
2025-01-19 22:50:00,VIC1,103.30666,4965.09,792.99,-51
2025-01-19 22:55:00,NSW1,87.97429,6934.15,600.43,-28
2025-01-19 22:55:00,QLD1,93.83001,6627.27,-179.12,-34
2025-01-19 22:55:00,SA1,138.0,1834.13,-706.81,-10
2025-01-19 22:55:00,TAS1,107.62221,880.54,-362.13,-3
2025-01-19 22:55:00,VIC1,101.31322,5006.74,755.29,-2
2025-01-19 23:00:00,NSW1,88.36005,6910.28,626.46,-19
2025-01-19 23:00:00,QLD1,93.83001,6563.06,-169.87,-45
2025-01-19 23:00:00,SA1,137.04,1832.83,-697.88,-6
2025-01-19 23:00:00,TAS1,106.50408,885.92,-371.76,-3
2025-01-19 23:00:00,VIC1,100.01,4966.71,721.96,-23
2025-01-19 23:05:00,NSW1,88.7564,6859.1,587.35,-11
2025-01-19 23:05:00,QLD1,93.83001,6485.53,-146.54,-40
2025-01-19 23:05:00,SA1,123.48534,1787.8,-687.51,-17
2025-01-19 23:05:00,TAS1,107.64657,881.12,-402.24,-2
2025-01-19 23:05:00,VIC1,100.01,4947.53,746.99,-3
2025-01-19 23:10:00,NSW1,88.67182,6883.93,521.68,-29
2025-01-19 23:10:00,QLD1,93.83001,6548.09,-163.42,-20
2025-01-19 23:10:00,SA1,138.0,1814.1,-733.79,-1
2025-01-19 23:10:00,TAS1,111.1368,882.54,-392.21,-2
2025-01-19 23:10:00,VIC1,103.21504,5127.61,872.33,63
2025-01-19 23:15:00,NSW1,89.86176,6917.13,479.09,-41
2025-01-19 23:15:00,QLD1,93.83001,6437.62,-104.15,-15
2025-01-19 23:15:00,SA1,122.18449,1780.48,-695.43,-16
2025-01-19 23:15:00,TAS1,119.08,880.04,-427.97,-2
