SETTLEMENTDATE,REGIONID,RRP,TOTALDEMAND,NETINTERCHANGE
2025-01-02 03:55:00,VIC1,61.90675,3592.04,1437.37
2025-01-02 04:00:00,NSW1,76.00002,6232.95,-204.39
2025-01-02 04:00:00,QLD1,99.75,5778.08,-615.64
2025-01-02 04:00:00,SA1,61.8595,1245.87,72.17
2025-01-02 04:00:00,TAS1,90.28,1016.08,-478.0
2025-01-02 04:00:00,VIC1,62.44507,3627.96,1390.3
2025-01-02 04:05:00,NSW1,76.00001,6256.97,-142.5
2025-01-02 04:05:00,QLD1,103.53,5789.86,-662.04
2025-01-02 04:05:00,SA1,61.66552,1244.75,77.11
2025-01-02 04:05:00,TAS1,120.26,1011.87,-478.0
2025-01-02 04:05:00,VIC1,62.45645,3631.13,1374.25
2025-01-02 04:10:00,NSW1,76.00015,6336.36,-101.71
2025-01-02 04:10:00,QLD1,99.75,5771.76,-676.13
2025-01-02 04:10:00,SA1,61.74769,1239.35,107.83
2025-01-02 04:10:00,TAS1,120.26,1018.29,-478.0
2025-01-02 04:10:00,VIC1,62.95965,3649.02,1314.45
2025-01-02 04:15:00,NSW1,75.9,6381.83,-112.22
2025-01-02 04:15:00,QLD1,139.73002,5863.33,-618.02
2025-01-02 04:15:00,SA1,62.07294,1228.47,112.09
2025-01-02 04:15:00,TAS1,120.26,1016.93,-478.0
2025-01-02 04:15:00,VIC1,63.35878,3659.73,1246.17
2025-01-02 04:20:00,NSW1,76.00001,6401.7,-118.61
2025-01-02 04:20:00,QLD1,103.53,5817.0,-609.86
2025-01-02 04:20:00,SA1,62.15088,1229.8,112.76
2025-01-02 04:20:00,TAS1,120.26,1016.44,-478.0
2025-01-02 04:20:00,VIC1,63.45304,3696.12,1241.4
2025-01-02 04:25:00,NSW1,75.9,6390.97,-134.46
2025-01-02 04:25:00,QLD1,122.95,5847.83,-610.12
2025-01-02 04:25:00,SA1,61.83455,1234.49,129.29
2025-01-02 04:25:00,TAS1,120.26,1009.29,-478.0
2025-01-02 04:25:00,VIC1,63.36692,3703.7,1245.04
2025-01-02 04:30:00,NSW1,75.9,6416.56,-147.37
2025-01-02 04:30:00,QLD1,122.95,5852.56,-609.43
2025-01-02 04:30:00,SA1,61.71173,1248.57,110.29
2025-01-02 04:30:00,TAS1,120.26,1014.77,-478.0
2025-01-02 04:30:00,VIC1,62.91994,3658.93,1276.92
2025-01-02 04:35:00,NSW1,75.9,6405.51,-113.74
2025-01-02 04:35:00,QLD1,139.73002,5866.29,-609.98
2025-01-02 04:35:00,SA1,61.86257,1236.52,131.63
2025-01-02 04:35:00,TAS1,120.26,1023.04,-478.0
2025-01-02 04:35:00,VIC1,63.38544,3705.91,1217.45
2025-01-02 04:40:00,NSW1,76.00001,6442.23,-97.82
2025-01-02 04:40:00,QLD1,225.75,5919.22,-611.21
2025-01-02 04:40:00,SA1,62.30936,1254.61,113.06
2025-01-02 04:40:00,TAS1,120.26,1031.94,-478.0
2025-01-02 04:40:00,VIC1,63.54784,3705.86,1218.09
2025-01-02 04:45:00,NSW1,68.95643,6444.6,-136.65
2025-01-02 04:45:00,QLD1,139.73002,5871.48,-608.28
2025-01-02 04:45:00,SA1,54.30036,1244.08,136.56
2025-01-02 04:45:00,TAS1,120.26,1033.14,-478.0
2025-01-02 04:45:00,VIC1,55.61045,3706.38,1237.54
2025-01-02 04:50:00,NSW1,69.61674,6401.33,-85.34
2025-01-02 04:50:00,QLD1,139.73002,5844.73,-608.13
2025-01-02 04:50:00,SA1,55.48515,1255.51,108.83
2025-01-02 04:50:00,TAS1,120.26,1038.67,-478.0
2025-01-02 04:50:00,VIC1,56.57418,3721.85,1201.7
2025-01-02 04:55:00,NSW1,76.00016,6432.97,-6.02
2025-01-02 04:55:00,QLD1,299.73001,5891.91,-610.97
2025-01-02 04:55:00,SA1,64.39306,1266.24,68.03
2025-01-02 04:55:00,TAS1,120.26,1037.83,-478.0
2025-01-02 04:55:00,VIC1,65.07421,3744.75,1153.65
2025-01-02 05:00:00,NSW1,75.99972,6454.94,-75.09
2025-01-02 05:00:00,QLD1,225.75,5852.97,-608.13
2025-01-02 05:00:00,SA1,62.75853,1245.78,104.85
2025-01-02 05:00:00,TAS1,120.26,1045.42,-478.0
2025-01-02 05:00:00,VIC1,63.99033,3740.67,1195.09
2025-01-02 05:05:00,NSW1,68.95647,6450.03,-66.36
2025-01-02 05:05:00,QLD1,164.5,5885.57,-608.01
2025-01-02 05:05:00,SA1,55.12115,1255.11,98.39
2025-01-02 05:05:00,TAS1,120.26,1045.29,-478.0
2025-01-02 05:05:00,VIC1,56.08848,3752.52,1190.82
2025-01-02 05:10:00,NSW1,76.00022,6484.12,27.76
2025-01-02 05:10:00,QLD1,164.5,5917.92,-607.62
2025-01-02 05:10:00,SA1,63.9666,1279.74,92.76
2025-01-02 05:10:00,TAS1,120.26,1037.19,-478.0
2025-01-02 05:10:00,VIC1,65.11926,3819.5,1086.05
2025-01-02 05:15:00,NSW1,76.00022,6524.36,19.08
2025-01-02 05:15:00,QLD1,263.49,5918.09,-606.64
2025-01-02 05:15:00,SA1,63.75265,1261.87,116.57
2025-01-02 05:15:00,TAS1,120.26,1063.59,-478.0
2025-01-02 05:15:00,VIC1,65.12498,3828.95,1072.02
2025-01-02 05:20:00,NSW1,76.72,6575.12,44.34
2025-01-02 05:20:00,QLD1,349.75006,5963.55,-607.05
2025-01-02 05:20:00,SA1,65.39756,1266.68,79.63
2025-01-02 05:20:00,TAS1,120.26,1055.93,-478.0
2025-01-02 05:20:00,VIC1,66.30524,3822.84,1080.23
2025-01-02 05:25:00,NSW1,76.72,6611.45,39.07
2025-01-02 05:25:00,QLD1,122.95,5824.48,-599.39
2025-01-02 05:25:00,SA1,66.19208,1273.07,28.26
2025-01-02 05:25:00,TAS1,120.26,1061.44,-478.0
2025-01-02 05:25:00,VIC1,66.34696,3789.2,1124.86
2025-01-02 05:30:00,NSW1,75.9,6600.87,-2.92
2025-01-02 05:30:00,QLD1,299.63008,5924.65,-604.61
2025-01-02 05:30:00,SA1,64.06075,1251.08,86.1
2025-01-02 05:30:00,TAS1,120.26,1044.01,-478.0
2025-01-02 05:30:00,VIC1,65.00685,3830.24,1125.78
2025-01-02 05:35:00,NSW1,75.9,6564.45,-70.2
2025-01-02 05:35:00,QLD1,122.95,5868.25,-602.7
2025-01-02 05:35:00,SA1,63.02643,1249.11,84.0
2025-01-02 05:35:00,TAS1,120.26,1048.24,-478.0
2025-01-02 05:35:00,VIC1,63.95289,3819.76,1203.6
2025-01-02 05:40:00,NSW1,75.9,6557.51,-74.36
2025-01-02 05:40:00,QLD1,199.41,5838.15,-601.55
2025-01-02 05:40:00,SA1,63.19119,1272.72,73.87
2025-01-02 05:40:00,TAS1,120.26,1052.03,-478.0
2025-01-02 05:40:00,VIC1,64.05221,3846.61,1214.95
2025-01-02 05:45:00,NSW1,56.98,6546.79,-121.1
2025-01-02 05:45:00,QLD1,109.73002,5876.52,-604.02
2025-01-02 05:45:00,SA1,47.22231,1273.92,63.65
2025-01-02 05:45:00,TAS1,120.26,1058.01,-478.0
2025-01-02 05:45:00,VIC1,47.69704,3839.02,1284.42
2025-01-02 05:50:00,NSW1,56.52032,6583.86,-130.06
2025-01-02 05:50:00,QLD1,178.95,5914.53,-605.22
2025-01-02 05:50:00,SA1,47.05961,1284.57,47.46
2025-01-02 05:50:00,TAS1,120.26,1058.72,-478.0
2025-01-02 05:50:00,VIC1,47.34249,3842.13,1313.01
2025-01-02 05:55:00,NSW1,10.68052,6525.16,-126.42
2025-01-02 05:55:00,QLD1,199.41,5891.59,-605.38
2025-01-02 05:55:00,SA1,8.8131,1299.47,99.1
2025-01-02 05:55:00,TAS1,120.26,1065.38,-478.0
2025-01-02 05:55:00,VIC1,8.95,3798.69,1256.78
2025-01-02 06:00:00,NSW1,0.52834,6520.85,-33.33
2025-01-02 06:00:00,QLD1,122.95,5931.67,-608.81
2025-01-02 06:00:00,SA1,0.44149,1309.68,103.69
2025-01-02 06:00:00,TAS1,120.26,1082.22,-478.0
2025-01-02 06:00:00,VIC1,0.44992,3786.04,1147.14
2025-01-02 06:05:00,NSW1,10.64889,6593.2,-82.45
2025-01-02 06:05:00,QLD1,122.95,5927.2,-607.37
2025-01-02 06:05:00,SA1,8.81003,1317.53,131.61
2025-01-02 06:05:00,TAS1,120.26,1078.57,-478.0
2025-01-02 06:05:00,VIC1,9.0,3758.16,1174.95
2025-01-02 06:10:00,NSW1,10.65305,6678.1,-79.28
2025-01-02 06:10:00,QLD1,178.95,5965.1,-606.4
2025-01-02 06:10:00,SA1,8.83155,1315.13,109.72
2025-01-02 06:10:00,TAS1,120.26,1083.62,-478.0
2025-01-02 06:10:00,VIC1,9.0,3812.96,1193.06
2025-01-02 06:15:00,NSW1,-15.0,6673.98,170.2
2025-01-02 06:15:00,QLD1,214.48,5974.05,-606.29
2025-01-02 06:15:00,SA1,-12.70796,1276.88,145.29
2025-01-02 06:15:00,TAS1,120.26,1088.97,-478.0
2025-01-02 06:15:00,VIC1,-13.28661,3818.62,881.31
2025-01-02 06:20:00,NSW1,-4.59419,6748.33,112.8
2025-01-02 06:20:00,QLD1,214.48,6028.82,-607.18
2025-01-02 06:20:00,SA1,-3.77081,1277.78,132.87
2025-01-02 06:20:00,TAS1,120.26,1088.55,-478.0
2025-01-02 06:20:00,VIC1,-4.0,3776.68,981.64
2025-01-02 06:25:00,NSW1,-20.55196,6758.0,127.72
2025-01-02 06:25:00,QLD1,225.75,6017.79,-604.28
2025-01-02 06:25:00,SA1,-16.85066,1281.06,167.21
2025-01-02 06:25:00,TAS1,120.26,1091.62,-478.0
2025-01-02 06:25:00,VIC1,-18.05138,3751.55,934.98
2025-01-02 06:30:00,NSW1,0.99983,6737.21,94.98
2025-01-02 06:30:00,QLD1,214.48,6001.58,-604.77
2025-01-02 06:30:00,SA1,-18.14524,1253.69,212.64
2025-01-02 06:30:00,TAS1,120.26,1090.25,-478.0
2025-01-02 06:30:00,VIC1,-19.64294,3740.61,930.44
2025-01-02 06:35:00,NSW1,56.98003,6789.63,431.26
2025-01-02 06:35:00,QLD1,93.83011,5934.15,-599.36
2025-01-02 06:35:00,SA1,-33.0,1239.68,-27.95
2025-01-02 06:35:00,TAS1,149.28,1096.22,-478.0
2025-01-02 06:35:00,VIC1,-33.7804,3672.26,778.47
2025-01-02 06:40:00,NSW1,75.9,6879.44,646.09
2025-01-02 06:40:00,QLD1,103.52996,6058.28,-602.59
2025-01-02 06:40:00,SA1,-35.99,1259.46,-117.07
2025-01-02 06:40:00,TAS1,120.26,1083.55,-478.0
2025-01-02 06:40:00,VIC1,-36.0857,3692.32,644.74
2025-01-02 06:45:00,NSW1,84.6101,6892.09,920.77
2025-01-02 06:45:00,QLD1,95.3507,6060.92,-577.86
2025-01-02 06:45:00,SA1,-64.78609,1271.67,-184.07
2025-01-02 06:45:00,TAS1,120.26,1087.74,-478.0
2025-01-02 06:45:00,VIC1,-63.99,3668.38,405.07
2025-01-02 06:50:00,NSW1,75.9,6889.05,978.57
2025-01-02 06:50:00,QLD1,93.82978,6000.64,-601.33
2025-01-02 06:50:00,SA1,-39.02263,1225.28,-136.91
2025-01-02 06:50:00,TAS1,149.28,1100.97,-478.0
2025-01-02 06:50:00,VIC1,-39.0,3645.09,325.62
2025-01-02 06:55:00,NSW1,-31.00999,6853.77,964.34
2025-01-02 06:55:00,QLD1,93.83011,5961.98,-602.16
2025-01-02 06:55:00,SA1,-36.0,1221.8,-152.63
2025-01-02 06:55:00,TAS1,149.28,1100.57,-478.0
2025-01-02 06:55:00,VIC1,-35.84587,3601.91,354.87
2025-01-02 07:00:00,NSW1,56.98,6864.44,1127.64
2025-01-02 07:00:00,QLD1,77.95,6039.76,-603.53
2025-01-02 07:00:00,SA1,-39.23934,1206.37,-163.08
2025-01-02 07:00:00,TAS1,149.28,1101.11,-478.0
2025-01-02 07:00:00,VIC1,-39.0,3615.92,207.81
2025-01-02 07:05:00,NSW1,83.2834,6883.62,1247.25
2025-01-02 07:05:00,QLD1,93.83011,6053.02,-558.14
2025-01-02 07:05:00,SA1,-45.84902,1209.98,-218.61
2025-01-02 07:05:00,TAS1,149.28,1098.16,-478.0
2025-01-02 07:05:00,VIC1,-44.93537,3590.45,101.41
2025-01-02 07:10:00,NSW1,105.74003,6906.88,1391.62
2025-01-02 07:10:00,QLD1,122.95,6149.47,-606.83
2025-01-02 07:10:00,SA1,-65.45344,1170.72,-88.16
2025-01-02 07:10:00,TAS1,149.28,1100.29,-478.0
2025-01-02 07:10:00,VIC1,-66.29964,3562.67,-114.01
2025-01-02 07:15:00,NSW1,84.10354,6930.23,1180.47
2025-01-02 07:15:00,QLD1,93.82978,6152.91,-499.4
2025-01-02 07:15:00,SA1,-43.26432,1142.44,-39.63
2025-01-02 07:15:00,TAS1,149.28,1098.0,-478.0
2025-01-02 07:15:00,VIC1,-44.28951,3492.24,-77.71
2025-01-02 07:20:00,NSW1,75.9001,6878.18,1243.51
2025-01-02 07:20:00,QLD1,84.19131,6164.19,-488.73
2025-01-02 07:20:00,SA1,-50.50212,1118.52,-50.56
2025-01-02 07:20:00,TAS1,148.28,1090.96,-478.0
2025-01-02 07:20:00,VIC1,-51.54254,3436.68,-138.44
2025-01-02 07:25:00,NSW1,75.89988,6863.3,1331.43
2025-01-02 07:25:00,QLD1,84.74933,6192.04,-505.77
2025-01-02 07:25:00,SA1,-42.5,1109.99,-108.75
2025-01-02 07:25:00,TAS1,120.26,1082.72,-478.0
2025-01-02 07:25:00,VIC1,-42.76538,3385.1,-144.75
2025-01-02 07:30:00,NSW1,82.52078,6945.67,1376.29
2025-01-02 07:30:00,QLD1,93.83,6206.02,-591.0
2025-01-02 07:30:00,SA1,-64.03994,1070.05,-76.68
2025-01-02 07:30:00,TAS1,120.26,1076.63,-478.0
2025-01-02 07:30:00,VIC1,-65.00015,3357.14,-130.55
2025-01-02 07:35:00,NSW1,88.79988,6957.29,1382.14
2025-01-02 07:35:00,QLD1,99.75,6194.2,-537.61
2025-01-02 07:35:00,SA1,-64.64328,1058.49,-38.24
2025-01-02 07:35:00,TAS1,120.26,1082.75,-478.0
2025-01-02 07:35:00,VIC1,-66.3,3294.88,-231.13
2025-01-02 07:40:00,NSW1,83.49352,6965.8,1411.0
2025-01-02 07:40:00,QLD1,93.82989,6209.08,-528.98
2025-01-02 07:40:00,SA1,-56.5648,1036.73,-51.2
2025-01-02 07:40:00,TAS1,120.26,1067.32,-478.0
2025-01-02 07:40:00,VIC1,-57.9,3300.37,-254.35
2025-01-02 07:45:00,NSW1,76.72,6920.12,1567.73
2025-01-02 07:45:00,QLD1,93.83,6170.77,-611.05
2025-01-02 07:45:00,SA1,-58.33108,1006.5,-178.82
2025-01-02 07:45:00,TAS1,120.26,1069.06,-478.0
2025-01-02 07:45:00,VIC1,-57.9,3211.52,-189.4
2025-01-02 07:50:00,NSW1,76.72,6945.24,1677.8
2025-01-02 07:50:00,QLD1,93.82989,6078.9,-608.38
2025-01-02 07:50:00,SA1,-64.82875,985.42,-218.82
2025-01-02 07:50:00,TAS1,120.26,1056.23,-473.18
2025-01-02 07:50:00,VIC1,-63.94,3164.11,-259.58
2025-01-02 07:55:00,NSW1,-31.00999,6836.93,1655.19
2025-01-02 07:55:00,QLD1,93.83,6114.59,-613.44
2025-01-02 07:55:00,SA1,-39.04922,951.05,-244.23
2025-01-02 07:55:00,TAS1,120.26,1058.53,-472.73
2025-01-02 07:55:00,VIC1,-38.31,3130.67,-210.83
2025-01-02 08:00:00,NSW1,57.01015,6871.39,1663.57
2025-01-02 08:00:00,QLD1,99.75,6188.89,-618.94
2025-01-02 08:00:00,SA1,-66.35291,917.41,-262.08
2025-01-02 08:00:00,TAS1,120.26,1057.02,-475.19
2025-01-02 08:00:00,VIC1,-65.0001,3136.25,-194.16
2025-01-02 08:05:00,NSW1,57.01006,6835.08,1460.39
2025-01-02 08:05:00,QLD1,112.75,6241.03,-625.03
2025-01-02 08:05:00,SA1,-38.23666,901.31,-168.08
2025-01-02 08:05:00,TAS1,120.26,1070.52,-478.0
2025-01-02 08:05:00,VIC1,-38.31,3128.13,-95.12
2025-01-02 08:10:00,NSW1,76.72003,6967.41,1187.43
2025-01-02 08:10:00,QLD1,122.95,6224.56,-620.02
2025-01-02 08:10:00,SA1,-35.0,888.39,-189.57
2025-01-02 08:10:00,TAS1,120.26,1064.35,-478.0
2025-01-02 08:10:00,VIC1,-34.85194,3130.46,180.62
2025-01-02 08:15:00,NSW1,76.72,6974.92,824.34
2025-01-02 08:15:00,QLD1,85.7998,6254.28,-508.33
2025-01-02 08:15:00,SA1,-42.5,837.07,-205.88
2025-01-02 08:15:00,TAS1,120.26,1060.9,-478.0
2025-01-02 08:15:00,VIC1,-42.27514,3081.24,431.7
2025-01-02 08:20:00,NSW1,69.29464,6934.68,764.54
2025-01-02 08:20:00,QLD1,77.95,6238.79,-556.56
2025-01-02 08:20:00,SA1,-50.19151,823.03,-190.02
2025-01-02 08:20:00,TAS1,120.26,1056.8,-478.0
2025-01-02 08:20:00,VIC1,-50.08,2990.77,532.89
2025-01-02 08:25:00,NSW1,74.69826,6955.2,655.05
2025-01-02 08:25:00,QLD1,84.99,6234.29,-607.74
2025-01-02 08:25:00,SA1,-32.25,786.0,123.52
2025-01-02 08:25:00,TAS1,120.26,1040.57,-473.55
2025-01-02 08:25:00,VIC1,-34.69955,2989.19,401.49
2025-01-02 08:30:00,NSW1,74.73648,6912.05,655.27
2025-01-02 08:30:00,QLD1,84.99,6226.1,-607.74
2025-01-02 08:30:00,SA1,-38.68974,754.75,-234.76
2025-01-02 08:30:00,TAS1,120.26,1049.18,-478.0
2025-01-02 08:30:00,VIC1,-38.31,2906.66,751.72
2025-01-02 08:35:00,NSW1,56.98,6861.86,481.69
2025-01-02 08:35:00,QLD1,62.81246,6169.15,-442.14
2025-01-02 08:35:00,SA1,-49.46294,729.49,-142.86
2025-01-02 08:35:00,TAS1,120.26,1046.89,-478.0
2025-01-02 08:35:00,VIC1,-50.08,2883.07,645.84
2025-01-02 08:40:00,NSW1,52.98017,6854.17,400.68
2025-01-02 08:40:00,QLD1,57.73,6190.93,-379.55
2025-01-02 08:40:00,SA1,-45.43895,712.11,-225.67
2025-01-02 08:40:00,TAS1,120.26,1046.09,-478.0
2025-01-02 08:40:00,VIC1,-45.05,2823.49,741.87
2025-01-02 08:45:00,NSW1,49.71282,6824.96,615.08
2025-01-02 08:45:00,QLD1,55.75,6145.1,-524.53
2025-01-02 08:45:00,SA1,-41.57146,679.93,-178.47
2025-01-02 08:45:00,TAS1,120.26,1042.61,-478.0
2025-01-02 08:45:00,VIC1,-41.73,2825.18,635.31
2025-01-02 08:50:00,NSW1,38.15454,6819.51,523.13
2025-01-02 08:50:00,QLD1,42.22,6055.41,-491.92
2025-01-02 08:50:00,SA1,-49.36678,654.51,-141.16
2025-01-02 08:50:00,TAS1,120.26,1037.31,-478.0
2025-01-02 08:50:00,VIC1,-50.08,2737.38,656.7
2025-01-02 08:55:00,NSW1,57.01006,6789.27,499.71
2025-01-02 08:55:00,QLD1,63.15104,5978.55,-470.51
2025-01-02 08:55:00,SA1,-66.24311,626.57,-201.19
2025-01-02 08:55:00,TAS1,120.26,1044.5,-478.0
2025-01-02 08:55:00,VIC1,-66.3,2649.1,715.97
2025-01-02 09:00:00,NSW1,50.3146,6754.58,508.7
2025-01-02 09:00:00,QLD1,55.75,5926.24,-478.48
2025-01-02 09:00:00,SA1,-35.0,599.58,-26.66
2025-01-02 09:00:00,TAS1,120.26,1041.09,-478.0
2025-01-02 09:00:00,VIC1,-36.47603,2689.15,546.15
2025-01-02 09:05:00,NSW1,52.39928,6761.59,455.92
2025-01-02 09:05:00,QLD1,57.73,5923.86,-430.66
2025-01-02 09:05:00,SA1,-66.33256,563.21,-205.73
2025-01-02 09:05:00,TAS1,120.26,1039.5,-478.0
2025-01-02 09:05:00,VIC1,-66.3,2540.05,720.64
2025-01-02 09:10:00,NSW1,61.01006,6772.91,452.54
2025-01-02 09:10:00,QLD1,66.90943,6016.69,-426.8
2025-01-02 09:10:00,SA1,-62.51881,536.68,-120.68
2025-01-02 09:10:00,TAS1,120.26,1031.76,-478.0
2025-01-02 09:10:00,VIC1,-63.94,2549.26,636.74
2025-01-02 09:15:00,NSW1,40.97943,6803.81,448.08
2025-01-02 09:15:00,QLD1,44.95,5987.9,-423.06
2025-01-02 09:15:00,SA1,-39.99,510.0,-174.23
2025-01-02 09:15:00,TAS1,120.26,1024.83,-478.0
2025-01-02 09:15:00,VIC1,-40.3171,2419.82,689.14
2025-01-02 09:20:00,NSW1,35.88,6776.8,459.23
2025-01-02 09:20:00,QLD1,39.30807,5945.96,-426.4
2025-01-02 09:20:00,SA1,-65.27649,488.14,-148.07
2025-01-02 09:20:00,TAS1,120.26,1017.29,-478.0
2025-01-02 09:20:00,VIC1,-66.3,2352.87,653.57
2025-01-02 09:25:00,NSW1,41.30976,6829.41,488.37
2025-01-02 09:25:00,QLD1,44.95,5906.39,-381.3
2025-01-02 09:25:00,SA1,-61.86173,445.47,-94.59
2025-01-02 09:25:00,TAS1,120.26,1010.52,-478.0
2025-01-02 09:25:00,VIC1,-63.94,2413.14,516.58
2025-01-02 09:30:00,NSW1,19.0558,6714.47,531.28
2025-01-02 09:30:00,QLD1,20.99,5931.4,-456.55
2025-01-02 09:30:00,SA1,-57.10595,435.4,-158.23
2025-01-02 09:30:00,TAS1,120.26,1005.11,-478.0
2025-01-02 09:30:00,VIC1,-57.9,2264.37,621.64
2025-01-02 09:35:00,NSW1,25.01637,6725.54,501.69
2025-01-02 09:35:00,QLD1,27.73,5950.57,-472.41
2025-01-02 09:35:00,SA1,-61.40325,415.46,-142.9
2025-01-02 09:35:00,TAS1,120.26,996.46,-478.0
2025-01-02 09:35:00,VIC1,-62.51,2196.25,657.42
2025-01-02 09:40:00,NSW1,33.73102,6782.6,341.23
2025-01-02 09:40:00,QLD1,36.36991,6058.04,-324.13
2025-01-02 09:40:00,SA1,-56.93306,416.63,-152.65
2025-01-02 09:40:00,TAS1,120.26,1001.56,-478.0
2025-01-02 09:40:00,VIC1,-57.9,2182.03,666.55
2025-01-02 09:45:00,NSW1,41.43136,6810.84,357.66
2025-01-02 09:45:00,QLD1,44.95001,6024.91,-338.66
2025-01-02 09:45:00,SA1,-65.65484,400.33,-171.6
2025-01-02 09:45:00,TAS1,120.26,997.44,-478.0
2025-01-02 09:45:00,VIC1,-66.29995,2098.54,685.11
2025-01-02 09:50:00,NSW1,36.00004,6748.73,400.2
2025-01-02 09:50:00,QLD1,39.2898,6091.21,-364.22
2025-01-02 09:50:00,SA1,-57.63613,382.15,-205.28
2025-01-02 09:50:00,TAS1,120.26,986.79,-470.54
2025-01-02 09:50:00,VIC1,-57.9,2145.73,694.07
2025-01-02 09:55:00,NSW1,18.36014,6697.74,400.84
2025-01-02 09:55:00,QLD1,20.0,5978.05,-379.13
2025-01-02 09:55:00,SA1,-64.63752,359.38,-121.68
2025-01-02 09:55:00,TAS1,120.26,977.85,-470.99
2025-01-02 09:55:00,VIC1,-66.3,2050.22,628.03
2025-01-02 10:00:00,NSW1,1.00002,6804.7,419.13
2025-01-02 10:00:00,QLD1,1.07575,5945.86,-293.29
2025-01-02 10:00:00,SA1,-64.7982,342.86,-124.16
2025-01-02 10:00:00,TAS1,120.26,974.93,-470.78
2025-01-02 10:00:00,VIC1,-66.3,2071.75,509.17
2025-01-02 10:05:00,NSW1,77.9889,6774.03,824.88
2025-01-02 10:05:00,QLD1,77.95003,5885.76,106.59
2025-01-02 10:05:00,SA1,-190.0,319.04,-366.03
2025-01-02 10:05:00,TAS1,120.26,971.24,-470.57
2025-01-02 10:05:00,VIC1,-388.14022,2035.92,-75.78
2025-01-02 10:10:00,NSW1,76.59209,6877.07,813.38
2025-01-02 10:10:00,QLD1,75.25,5923.42,189.19
2025-01-02 10:10:00,SA1,-99.21,351.53,-357.79
2025-01-02 10:10:00,TAS1,120.26,977.12,-471.25
2025-01-02 10:10:00,VIC1,-140.0,2171.18,-147.5
2025-01-02 10:15:00,NSW1,57.10697,6824.03,710.93
2025-01-02 10:15:00,QLD1,55.75,5919.17,232.65
2025-01-02 10:15:00,SA1,-71.24364,366.73,-333.22
2025-01-02 10:15:00,TAS1,120.26,974.07,-471.38
2025-01-02 10:15:00,VIC1,-69.63,2126.16,-114.45
2025-01-02 10:20:00,NSW1,70.79067,6865.16,568.17
2025-01-02 10:20:00,QLD1,68.22,5856.5,274.86
2025-01-02 10:20:00,SA1,-107.71175,342.43,-341.07
2025-01-02 10:20:00,TAS1,120.26,952.83,-452.7
2025-01-02 10:20:00,VIC1,-105.01,2085.8,-33.05
2025-01-02 10:25:00,NSW1,56.98,6879.85,506.86
2025-01-02 10:25:00,QLD1,54.55269,5858.0,309.11
2025-01-02 10:25:00,SA1,-106.5,347.71,-344.44
2025-01-02 10:25:00,TAS1,120.26,947.34,-453.93
2025-01-02 10:25:00,VIC1,-246.46438,2098.36,-0.42
2025-01-02 10:30:00,NSW1,58.16316,6861.92,742.2
2025-01-02 10:30:00,QLD1,55.75,5909.26,334.14
2025-01-02 10:30:00,SA1,-99.21,343.53,-348.24
2025-01-02 10:30:00,TAS1,120.26,945.67,-452.59
2025-01-02 10:30:00,VIC1,-253.6,2034.43,-241.37
2025-01-02 10:35:00,NSW1,70.7382,6919.59,713.35
2025-01-02 10:35:00,QLD1,68.22,5873.68,288.42
2025-01-02 10:35:00,SA1,-99.21,315.81,-325.08
2025-01-02 10:35:00,TAS1,120.26,945.58,-452.71
2025-01-02 10:35:00,VIC1,-253.6,1992.52,-200.26
2025-01-02 10:40:00,NSW1,62.81344,6913.05,494.09
2025-01-02 10:40:00,QLD1,60.5,5836.29,273.13
2025-01-02 10:40:00,SA1,-139.95475,294.24,-239.51
2025-01-02 10:40:00,TAS1,120.26,946.44,-446.78
2025-01-02 10:40:00,VIC1,-140.0,1990.53,-72.01
2025-01-02 10:45:00,NSW1,47.55783,6962.76,241.41
2025-01-02 10:45:00,QLD1,44.95,5783.18,392.14
2025-01-02 10:45:00,SA1,-123.47052,292.7,-264.12
2025-01-02 10:45:00,TAS1,120.26,938.82,-439.54
2025-01-02 10:45:00,VIC1,-122.60049,1987.36,82.13
2025-01-02 10:50:00,NSW1,57.0101,6995.89,106.25
2025-01-02 10:50:00,QLD1,53.87907,5762.15,400.74
2025-01-02 10:50:00,SA1,-99.21,263.11,-200.15
2025-01-02 10:50:00,TAS1,120.26,933.98,-440.58
2025-01-02 10:50:00,VIC1,-100.35986,1959.79,146.24
2025-01-02 10:55:00,NSW1,37.75345,7015.51,-171.71
2025-01-02 10:55:00,QLD1,34.75,5658.66,535.93
2025-01-02 10:55:00,SA1,-67.91719,253.55,-127.66
2025-01-02 10:55:00,TAS1,120.26,927.59,-440.79
2025-01-02 10:55:00,VIC1,-69.63,1900.01,231.42
2025-01-02 11:00:00,NSW1,57.01016,7037.14,-287.14
2025-01-02 11:00:00,QLD1,53.14753,5681.5,472.57
2025-01-02 11:00:00,SA1,-64.29705,218.99,-114.61
2025-01-02 11:00:00,TAS1,120.26,931.04,-446.21
2025-01-02 11:00:00,VIC1,-66.3,1915.58,406.64
2025-01-02 11:05:00,NSW1,-22.42934,7003.18,-482.27
2025-01-02 11:05:00,QLD1,-20.49,5569.84,591.34
2025-01-02 11:05:00,SA1,-64.72686,210.79,-141.54
2025-01-02 11:05:00,TAS1,120.26,941.79,-471.27
2025-01-02 11:05:00,VIC1,-66.3,1891.88,553.33
2025-01-02 11:10:00,NSW1,38.02185,7039.53,-476.24
2025-01-02 11:10:00,QLD1,34.75,5612.76,588.59
2025-01-02 11:10:00,SA1,-63.97625,185.28,-93.27
