SETTLEMENTDATE,REGIONID,RRP,TOTALDEMAND,hour,day,month,day_of_week
2025-01-01 00:05:00,NSW1,138.0279,7251.07,0,1,1,2
2025-01-01 00:05:00,QLD1,154.30294,6444.99,0,1,1,2
2025-01-01 00:05:00,SA1,141.4772,1379.47,0,1,1,2
2025-01-01 00:05:00,TAS1,125.17761,989.78,0,1,1,2
2025-01-01 00:05:00,VIC1,130.0,4339.0,0,1,1,2
2025-01-01 00:10:00,NSW1,134.41651,7297.85,0,1,1,2
2025-01-01 00:10:00,QLD1,150.4218,6469.55,0,1,1,2
2025-01-01 00:10:00,SA1,136.58563,1367.61,0,1,1,2
2025-01-01 00:10:00,TAS1,120.28,991.04,0,1,1,2
2025-01-01 00:10:00,VIC1,125.5,4310.79,0,1,1,2
2025-01-01 00:15:00,NSW1,135.89,7274.39,0,1,1,2
2025-01-01 00:15:00,QLD1,150.07326,6410.01,0,1,1,2
2025-01-01 00:15:00,SA1,142.05217,1379.99,0,1,1,2
2025-01-01 00:15:00,TAS1,129.97176,991.23,0,1,1,2
2025-01-01 00:15:00,VIC1,129.0234,4243.74,0,1,1,2
2025-01-01 00:20:00,NSW1,120.30552,7173.05,0,1,1,2
2025-01-01 00:20:00,QLD1,132.58249,6344.94,0,1,1,2
2025-01-01 00:20:00,SA1,129.64224,1380.91,0,1,1,2
2025-01-01 00:20:00,TAS1,118.28,985.66,0,1,1,2
2025-01-01 00:20:00,VIC1,116.96976,4269.83,0,1,1,2
2025-01-01 00:25:00,NSW1,119.88874,7140.49,0,1,1,2
2025-01-01 00:25:00,QLD1,132.07553,6354.61,0,1,1,2
2025-01-01 00:25:00,SA1,129.51666,1369.41,0,1,1,2
2025-01-01 00:25:00,TAS1,118.28,970.26,0,1,1,2
2025-01-01 00:25:00,VIC1,116.49766,4242.11,0,1,1,2
2025-01-01 00:30:00,NSW1,121.87,7162.36,0,1,1,2
2025-01-01 00:30:00,QLD1,133.38034,6308.87,0,1,1,2
2025-01-01 00:30:00,SA1,134.71659,1379.09,0,1,1,2
2025-01-01 00:30:00,TAS1,118.28,974.7,0,1,1,2
2025-01-01 00:30:00,VIC1,119.44363,4217.03,0,1,1,2
2025-01-01 00:35:00,NSW1,111.65192,7078.85,0,1,1,2
2025-01-01 00:35:00,QLD1,122.95,6353.95,0,1,1,2
2025-01-01 00:35:00,SA1,122.94654,1364.22,0,1,1,2
2025-01-01 00:35:00,TAS1,113.22956,982.2,0,1,1,2
2025-01-01 00:35:00,VIC1,110.18153,4194.26,0,1,1,2
2025-01-01 00:40:00,NSW1,119.04851,7051.56,0,1,1,2
2025-01-01 00:40:00,QLD1,129.42258,6310.83,0,1,1,2
2025-01-01 00:40:00,SA1,134.265,1390.67,0,1,1,2
2025-01-01 00:40:00,TAS1,120.28,983.62,0,1,1,2
2025-01-01 00:40:00,VIC1,118.57675,4196.62,0,1,1,2
2025-01-01 00:45:00,NSW1,119.49351,7029.33,0,1,1,2
2025-01-01 00:45:00,QLD1,129.06221,6291.47,0,1,1,2
2025-01-01 00:45:00,SA1,135.8589,1392.95,0,1,1,2
2025-01-01 00:45:00,TAS1,120.28,982.27,0,1,1,2
2025-01-01 00:45:00,VIC1,119.08086,4160.17,0,1,1,2
2025-01-01 00:50:00,NSW1,115.95158,6941.93,0,1,1,2
2025-01-01 00:50:00,QLD1,125.13422,6285.77,0,1,1,2
2025-01-01 00:50:00,SA1,134.18729,1391.86,0,1,1,2
2025-01-01 00:50:00,TAS1,119.28,979.44,0,1,1,2
2025-01-01 00:50:00,VIC1,117.28982,4158.5,0,1,1,2
2025-01-01 00:55:00,NSW1,128.51108,6962.78,0,1,1,2
2025-01-01 00:55:00,QLD1,138.67635,6274.68,0,1,1,2
2025-01-01 00:55:00,SA1,149.7363,1397.91,0,1,1,2
2025-01-01 00:55:00,TAS1,122.60369,976.86,0,1,1,2
2025-01-01 00:55:00,VIC1,130.0,4155.03,0,1,1,2
2025-01-01 01:00:00,NSW1,116.72427,6970.56,1,1,1,2
2025-01-01 01:00:00,QLD1,124.2845,6196.03,1,1,1,2
2025-01-01 01:00:00,SA1,137.8,1412.06,1,1,1,2
2025-01-01 01:00:00,TAS1,120.28,971.28,1,1,1,2
2025-01-01 01:00:00,VIC1,119.10128,4127.38,1,1,1,2
2025-01-01 01:05:00,NSW1,116.33505,6949.87,1,1,1,2
2025-01-01 01:05:00,QLD1,123.10438,6195.0,1,1,1,2
2025-01-01 01:05:00,SA1,137.80534,1400.86,1,1,1,2
2025-01-01 01:05:00,TAS1,120.28,977.2,1,1,1,2
2025-01-01 01:05:00,VIC1,118.62578,4102.84,1,1,1,2
2025-01-01 01:10:00,NSW1,109.74,6960.56,1,1,1,2
2025-01-01 01:10:00,QLD1,115.28335,6125.33,1,1,1,2
2025-01-01 01:10:00,SA1,140.53788,1400.32,1,1,1,2
2025-01-01 01:10:00,TAS1,120.28,979.61,1,1,1,2
2025-01-01 01:10:00,VIC1,119.19916,4124.8,1,1,1,2
2025-01-01 01:15:00,NSW1,107.54,6899.02,1,1,1,2
2025-01-01 01:15:00,QLD1,113.69276,6165.23,1,1,1,2
2025-01-01 01:15:00,SA1,126.75638,1382.17,1,1,1,2
2025-01-01 01:15:00,TAS1,111.20585,979.08,1,1,1,2
2025-01-01 01:15:00,VIC1,109.60906,4088.19,1,1,1,2
2025-01-01 01:20:00,NSW1,117.08646,6807.22,1,1,1,2
2025-01-01 01:20:00,QLD1,126.20151,6283.96,1,1,1,2
2025-01-01 01:20:00,SA1,141.56525,1381.77,1,1,1,2
2025-01-01 01:20:00,TAS1,120.28,979.75,1,1,1,2
2025-01-01 01:20:00,VIC1,119.39421,4068.73,1,1,1,2
2025-01-01 01:25:00,NSW1,113.44395,6794.64,1,1,1,2
2025-01-01 01:25:00,QLD1,122.95,6264.83,1,1,1,2
2025-01-01 01:25:00,SA1,133.43728,1352.41,1,1,1,2
2025-01-01 01:25:00,TAS1,117.19715,980.39,1,1,1,2
2025-01-01 01:25:00,VIC1,115.48474,4049.82,1,1,1,2
2025-01-01 01:30:00,NSW1,109.74,6745.76,1,1,1,2
2025-01-01 01:30:00,QLD1,120.38136,6301.08,1,1,1,2
2025-01-01 01:30:00,SA1,127.7232,1345.97,1,1,1,2
2025-01-01 01:30:00,TAS1,112.74417,977.77,1,1,1,2
2025-01-01 01:30:00,VIC1,110.8431,4000.47,1,1,1,2
2025-01-01 01:35:00,NSW1,109.69,6720.28,1,1,1,2
2025-01-01 01:35:00,QLD1,120.22353,6264.52,1,1,1,2
2025-01-01 01:35:00,SA1,126.60751,1333.69,1,1,1,2
2025-01-01 01:35:00,TAS1,112.19486,979.16,1,1,1,2
2025-01-01 01:35:00,VIC1,110.69667,4002.96,1,1,1,2
2025-01-01 01:40:00,NSW1,104.4999,6712.49,1,1,1,2
2025-01-01 01:40:00,QLD1,111.65674,6169.67,1,1,1,2
2025-01-01 01:40:00,SA1,121.6224,1339.52,1,1,1,2
2025-01-01 01:40:00,TAS1,107.88445,975.34,1,1,1,2
2025-01-01 01:40:00,VIC1,106.30272,3999.07,1,1,1,2
2025-01-01 01:45:00,NSW1,104.5,6690.95,1,1,1,2
2025-01-01 01:45:00,QLD1,112.29053,6176.49,1,1,1,2
2025-01-01 01:45:00,SA1,121.35633,1325.64,1,1,1,2
2025-01-01 01:45:00,TAS1,107.75551,979.58,1,1,1,2
2025-01-01 01:45:00,VIC1,106.17626,3997.75,1,1,1,2
2025-01-01 01:50:00,NSW1,103.24174,6652.11,1,1,1,2
2025-01-01 01:50:00,QLD1,110.82993,6120.73,1,1,1,2
2025-01-01 01:50:00,SA1,119.17032,1334.25,1,1,1,2
2025-01-01 01:50:00,TAS1,105.24431,973.69,1,1,1,2
2025-01-01 01:50:00,VIC1,104.15217,3950.42,1,1,1,2
2025-01-01 01:55:00,NSW1,103.94915,6571.64,1,1,1,2
2025-01-01 01:55:00,QLD1,110.83,6125.83,1,1,1,2
2025-01-01 01:55:00,SA1,119.83468,1327.28,1,1,1,2
2025-01-01 01:55:00,TAS1,106.31118,976.26,1,1,1,2
2025-01-01 01:55:00,VIC1,104.80788,3961.03,1,1,1,2
2025-01-01 02:00:00,NSW1,104.5,6590.09,2,1,1,2
2025-01-01 02:00:00,QLD1,110.83,6075.98,2,1,1,2
2025-01-01 02:00:00,SA1,119.43421,1318.02,2,1,1,2
2025-01-01 02:00:00,TAS1,105.41538,971.98,2,1,1,2
2025-01-01 02:00:00,VIC1,104.47586,3922.86,2,1,1,2
2025-01-01 02:05:00,NSW1,104.5,6536.66,2,1,1,2
2025-01-01 02:05:00,QLD1,110.83,6037.42,2,1,1,2
2025-01-01 02:05:00,SA1,119.35486,1317.73,2,1,1,2
2025-01-01 02:05:00,TAS1,105.30792,973.79,2,1,1,2
2025-01-01 02:05:00,VIC1,104.43893,3917.03,2,1,1,2
2025-01-01 02:10:00,NSW1,105.41535,6568.22,2,1,1,2
2025-01-01 02:10:00,QLD1,110.83,6013.74,2,1,1,2
2025-01-01 02:10:00,SA1,120.88709,1317.66,2,1,1,2
2025-01-01 02:10:00,TAS1,106.32262,976.9,2,1,1,2
2025-01-01 02:10:00,VIC1,105.37026,3883.1,2,1,1,2
2025-01-01 02:15:00,NSW1,104.5,6488.58,2,1,1,2
2025-01-01 02:15:00,QLD1,110.83,6021.87,2,1,1,2
2025-01-01 02:15:00,SA1,117.48498,1300.92,2,1,1,2
2025-01-01 02:15:00,TAS1,103.56332,971.97,2,1,1,2
2025-01-01 02:15:00,VIC1,102.76831,3838.28,2,1,1,2
2025-01-01 02:20:00,NSW1,104.5,6459.04,2,1,1,2
2025-01-01 02:20:00,QLD1,110.83,6026.63,2,1,1,2
2025-01-01 02:20:00,SA1,118.23012,1292.24,2,1,1,2
2025-01-01 02:20:00,TAS1,104.37187,974.33,2,1,1,2
2025-01-01 02:20:00,VIC1,103.51613,3869.16,2,1,1,2
2025-01-01 02:25:00,NSW1,104.4999,6508.42,2,1,1,2
2025-01-01 02:25:00,QLD1,109.64827,5913.03,2,1,1,2
2025-01-01 02:25:00,SA1,115.85026,1276.43,2,1,1,2
2025-01-01 02:25:00,TAS1,102.3769,971.82,2,1,1,2
2025-01-01 02:25:00,VIC1,101.8166,3830.64,2,1,1,2
2025-01-01 02:30:00,NSW1,104.4999,6439.9,2,1,1,2
2025-01-01 02:30:00,QLD1,110.83,5996.76,2,1,1,2
2025-01-01 02:30:00,SA1,114.8896,1266.74,2,1,1,2
2025-01-01 02:30:00,TAS1,99.42798,968.1,2,1,1,2
2025-01-01 02:30:00,VIC1,100.98738,3806.88,2,1,1,2
2025-01-01 02:35:00,NSW1,104.5,6407.11,2,1,1,2
2025-01-01 02:35:00,QLD1,110.83,5940.64,2,1,1,2
2025-01-01 02:35:00,SA1,113.5067,1250.48,2,1,1,2
2025-01-01 02:35:00,TAS1,87.79468,969.96,2,1,1,2
2025-01-01 02:35:00,VIC1,100.13052,3769.81,2,1,1,2
2025-01-01 02:40:00,NSW1,104.5,6403.53,2,1,1,2
2025-01-01 02:40:00,QLD1,110.83,5939.04,2,1,1,2
2025-01-01 02:40:00,SA1,112.24809,1241.53,2,1,1,2
2025-01-01 02:40:00,TAS1,84.4017,963.95,2,1,1,2
2025-01-01 02:40:00,VIC1,100.07648,3787.87,2,1,1,2
2025-01-01 02:45:00,NSW1,104.16032,6382.74,2,1,1,2
2025-01-01 02:45:00,QLD1,109.84588,5928.56,2,1,1,2
2025-01-01 02:45:00,SA1,110.73027,1242.36,2,1,1,2
2025-01-01 02:45:00,TAS1,83.13017,956.75,2,1,1,2
2025-01-01 02:45:00,VIC1,99.0,3765.55,2,1,1,2
2025-01-01 02:50:00,NSW1,103.39668,6368.9,2,1,1,2
2025-01-01 02:50:00,QLD1,108.32103,5885.91,2,1,1,2
2025-01-01 02:50:00,SA1,110.66581,1233.47,2,1,1,2
2025-01-01 02:50:00,TAS1,83.4706,954.25,2,1,1,2
2025-01-01 02:50:00,VIC1,99.0,3775.7,2,1,1,2
2025-01-01 02:55:00,NSW1,103.36434,6350.32,2,1,1,2
2025-01-01 02:55:00,QLD1,108.24292,5861.34,2,1,1,2
2025-01-01 02:55:00,SA1,111.11291,1237.9,2,1,1,2
2025-01-01 02:55:00,TAS1,83.46422,958.48,2,1,1,2
2025-01-01 02:55:00,VIC1,99.0,3739.82,2,1,1,2
2025-01-01 03:00:00,NSW1,102.58093,6297.55,3,1,1,2
2025-01-01 03:00:00,QLD1,107.3631,5865.59,3,1,1,2
2025-01-01 03:00:00,SA1,111.06789,1236.73,3,1,1,2
2025-01-01 03:00:00,TAS1,82.31785,959.46,3,1,1,2
2025-01-01 03:00:00,VIC1,99.0,3752.65,3,1,1,2
2025-01-01 03:05:00,NSW1,104.24862,6356.19,3,1,1,2
2025-01-01 03:05:00,QLD1,109.11327,5841.7,3,1,1,2
2025-01-01 03:05:00,SA1,111.07089,1231.34,3,1,1,2
2025-01-01 03:05:00,TAS1,84.15996,972.13,3,1,1,2
2025-01-01 03:05:00,VIC1,99.0,3725.24,3,1,1,2
2025-01-01 03:10:00,NSW1,102.54439,6297.22,3,1,1,2
2025-01-01 03:10:00,QLD1,105.92589,5797.82,3,1,1,2
2025-01-01 03:10:00,SA1,111.51593,1240.87,3,1,1,2
2025-01-01 03:10:00,TAS1,83.12592,967.07,3,1,1,2
2025-01-01 03:10:00,VIC1,99.0,3720.96,3,1,1,2
2025-01-01 03:15:00,NSW1,105.11788,6348.26,3,1,1,2
2025-01-01 03:15:00,QLD1,110.83007,5919.18,3,1,1,2
2025-01-01 03:15:00,SA1,112.35614,1248.69,3,1,1,2
2025-01-01 03:15:00,TAS1,83.65606,971.04,3,1,1,2
2025-01-01 03:15:00,VIC1,99.82421,3738.48,3,1,1,2
2025-01-01 03:20:00,NSW1,102.02,6275.24,3,1,1,2
2025-01-01 03:20:00,QLD1,105.38174,5790.9,3,1,1,2
2025-01-01 03:20:00,SA1,109.53933,1220.11,3,1,1,2
2025-01-01 03:20:00,TAS1,82.25369,965.58,3,1,1,2
2025-01-01 03:20:00,VIC1,98.35416,3733.99,3,1,1,2
2025-01-01 03:25:00,NSW1,103.6051,6240.06,3,1,1,2
2025-01-01 03:25:00,QLD1,109.00973,5841.79,3,1,1,2
2025-01-01 03:25:00,SA1,109.7279,1203.62,3,1,1,2
2025-01-01 03:25:00,TAS1,82.24185,949.45,3,1,1,2
2025-01-01 03:25:00,VIC1,99.0,3787.79,3,1,1,2
2025-01-01 03:30:00,NSW1,104.35396,6266.13,3,1,1,2
2025-01-01 03:30:00,QLD1,109.80053,5830.87,3,1,1,2
2025-01-01 03:30:00,SA1,110.2421,1209.55,3,1,1,2
2025-01-01 03:30:00,TAS1,81.84444,962.29,3,1,1,2
2025-01-01 03:30:00,VIC1,99.0,3730.21,3,1,1,2
2025-01-01 03:35:00,NSW1,103.60848,6229.95,3,1,1,2
2025-01-01 03:35:00,QLD1,108.2457,5783.46,3,1,1,2
2025-01-01 03:35:00,SA1,109.82153,1197.39,3,1,1,2
2025-01-01 03:35:00,TAS1,84.25008,962.99,3,1,1,2
2025-01-01 03:35:00,VIC1,99.0,3722.16,3,1,1,2
2025-01-01 03:40:00,NSW1,105.74,6315.79,3,1,1,2
2025-01-01 03:40:00,QLD1,110.53455,5785.08,3,1,1,2
2025-01-01 03:40:00,SA1,112.63888,1226.1,3,1,1,2
2025-01-01 03:40:00,TAS1,84.70322,966.92,3,1,1,2
2025-01-01 03:40:00,VIC1,101.05574,3745.7,3,1,1,2
2025-01-01 03:45:00,NSW1,104.5,6278.14,3,1,1,2
2025-01-01 03:45:00,QLD1,110.04518,5860.26,3,1,1,2
2025-01-01 03:45:00,SA1,110.39517,1191.99,3,1,1,2
2025-01-01 03:45:00,TAS1,87.65312,977.42,3,1,1,2
2025-01-01 03:45:00,VIC1,99.04277,3708.85,3,1,1,2
2025-01-01 03:50:00,NSW1,103.68746,6280.26,3,1,1,2
2025-01-01 03:50:00,QLD1,107.69725,5764.94,3,1,1,2
2025-01-01 03:50:00,SA1,110.10071,1189.14,3,1,1,2
2025-01-01 03:50:00,TAS1,84.31041,975.42,3,1,1,2
2025-01-01 03:50:00,VIC1,99.0,3734.06,3,1,1,2
2025-01-01 03:55:00,NSW1,102.85428,6242.9,3,1,1,2
2025-01-01 03:55:00,QLD1,105.44548,5728.64,3,1,1,2
2025-01-01 03:55:00,SA1,110.49963,1192.12,3,1,1,2
2025-01-01 03:55:00,TAS1,84.24582,965.14,3,1,1,2
2025-01-01 03:55:00,VIC1,99.0,3731.38,3,1,1,2
2025-01-01 04:00:00,NSW1,102.82331,6229.77,4,1,1,2
2025-01-01 04:00:00,QLD1,106.08738,5756.55,4,1,1,2
2025-01-01 04:00:00,SA1,110.89981,1199.25,4,1,1,2
2025-01-01 04:00:00,TAS1,83.34623,966.28,4,1,1,2
2025-01-01 04:00:00,VIC1,99.0,3733.96,4,1,1,2
2025-01-01 04:05:00,NSW1,104.50005,6268.1,4,1,1,2
2025-01-01 04:05:00,QLD1,105.82988,5711.1,4,1,1,2
2025-01-01 04:05:00,SA1,114.27945,1198.41,4,1,1,2
2025-01-01 04:05:00,TAS1,86.37132,980.88,4,1,1,2
2025-01-01 04:05:00,VIC1,101.38098,3750.01,4,1,1,2
2025-01-01 04:10:00,NSW1,104.5,6310.74,4,1,1,2
2025-01-01 04:10:00,QLD1,105.89319,5726.18,4,1,1,2
2025-01-01 04:10:00,SA1,113.70879,1184.91,4,1,1,2
2025-01-01 04:10:00,TAS1,85.39607,977.31,4,1,1,2
2025-01-01 04:10:00,VIC1,101.30213,3763.55,4,1,1,2
2025-01-01 04:15:00,NSW1,102.92459,6302.06,4,1,1,2
2025-01-01 04:15:00,QLD1,103.71309,5754.28,4,1,1,2
2025-01-01 04:15:00,SA1,110.75385,1183.41,4,1,1,2
2025-01-01 04:15:00,TAS1,84.87833,977.62,4,1,1,2
2025-01-01 04:15:00,VIC1,99.0,3756.89,4,1,1,2
2025-01-01 04:20:00,NSW1,102.96964,6293.7,4,1,1,2
2025-01-01 04:20:00,QLD1,103.11793,5749.02,4,1,1,2
2025-01-01 04:20:00,SA1,110.72116,1174.52,4,1,1,2
2025-01-01 04:20:00,TAS1,84.85933,975.53,4,1,1,2
2025-01-01 04:20:00,VIC1,99.0,3741.92,4,1,1,2
2025-01-01 04:25:00,NSW1,102.18092,6258.69,4,1,1,2
2025-01-01 04:25:00,QLD1,102.35409,5776.89,4,1,1,2
2025-01-01 04:25:00,SA1,111.40141,1171.81,4,1,1,2
2025-01-01 04:25:00,TAS1,84.91475,978.83,4,1,1,2
2025-01-01 04:25:00,VIC1,99.0,3771.72,4,1,1,2
2025-01-01 04:30:00,NSW1,102.0201,6273.29,4,1,1,2
2025-01-01 04:30:00,QLD1,100.87179,5728.87,4,1,1,2
2025-01-01 04:30:00,SA1,111.02048,1167.81,4,1,1,2
2025-01-01 04:30:00,TAS1,84.82292,967.09,4,1,1,2
2025-01-01 04:30:00,VIC1,99.0,3765.92,4,1,1,2
2025-01-01 04:35:00,NSW1,101.46401,6239.32,4,1,1,2
2025-01-01 04:35:00,QLD1,100.96743,5764.73,4,1,1,2
2025-01-01 04:35:00,SA1,110.21957,1158.07,4,1,1,2
2025-01-01 04:35:00,TAS1,84.87833,975.54,4,1,1,2
2025-01-01 04:35:00,VIC1,99.0,3774.36,4,1,1,2
2025-01-01 04:40:00,NSW1,102.0201,6271.31,4,1,1,2
2025-01-01 04:40:00,QLD1,100.87985,5732.24,4,1,1,2
2025-01-01 04:40:00,SA1,110.68095,1176.51,4,1,1,2
2025-01-01 04:40:00,TAS1,84.8625,985.78,4,1,1,2
2025-01-01 04:40:00,VIC1,99.0,3784.91,4,1,1,2
2025-01-01 04:45:00,NSW1,101.33705,6196.45,4,1,1,2
2025-01-01 04:45:00,QLD1,100.14523,5732.13,4,1,1,2
2025-01-01 04:45:00,SA1,110.72561,1177.83,4,1,1,2
2025-01-01 04:45:00,TAS1,83.84778,967.19,4,1,1,2
2025-01-01 04:45:00,VIC1,99.0,3746.57,4,1,1,2
2025-01-01 04:50:00,NSW1,102.1309,6225.34,4,1,1,2
2025-01-01 04:50:00,QLD1,101.64996,5785.71,4,1,1,2
2025-01-01 04:50:00,SA1,111.08035,1178.11,4,1,1,2
2025-01-01 04:50:00,TAS1,84.83083,979.7,4,1,1,2
2025-01-01 04:50:00,VIC1,99.0,3765.71,4,1,1,2
2025-01-01 04:55:00,NSW1,100.53935,6152.12,4,1,1,2
2025-01-01 04:55:00,QLD1,99.95,5745.23,4,1,1,2
2025-01-01 04:55:00,SA1,109.33078,1174.6,4,1,1,2
2025-01-01 04:55:00,TAS1,83.68795,972.56,4,1,1,2
2025-01-01 04:55:00,VIC1,97.44853,3744.6,4,1,1,2
2025-01-01 05:00:00,NSW1,102.0201,6159.93,5,1,1,2
2025-01-01 05:00:00,QLD1,100.70583,5706.67,5,1,1,2
2025-01-01 05:00:00,SA1,111.39104,1181.51,5,1,1,2
2025-01-01 05:00:00,TAS1,83.85087,970.53,5,1,1,2
2025-01-01 05:00:00,VIC1,98.92124,3746.72,5,1,1,2
2025-01-01 05:05:00,NSW1,102.1821,6120.1,5,1,1,2
2025-01-01 05:05:00,QLD1,102.76489,5745.4,5,1,1,2
2025-01-01 05:05:00,SA1,111.3904,1168.73,5,1,1,2
2025-01-01 05:05:00,TAS1,84.91215,972.2,5,1,1,2
2025-01-01 05:05:00,VIC1,99.0,3746.05,5,1,1,2
2025-01-01 05:10:00,NSW1,102.93644,6155.79,5,1,1,2
2025-01-01 05:10:00,QLD1,103.57373,5750.78,5,1,1,2
2025-01-01 05:10:00,SA1,111.44708,1175.11,5,1,1,2
2025-01-01 05:10:00,TAS1,84.90106,981.66,5,1,1,2
2025-01-01 05:10:00,VIC1,99.0,3735.9,5,1,1,2
2025-01-01 05:15:00,NSW1,102.0201,6132.18,5,1,1,2
2025-01-01 05:15:00,QLD1,103.26765,5756.71,5,1,1,2
2025-01-01 05:15:00,SA1,111.32329,1183.37,5,1,1,2
2025-01-01 05:15:00,TAS1,84.73715,970.55,5,1,1,2
2025-01-01 05:15:00,VIC1,98.16807,3714.9,5,1,1,2
2025-01-01 05:20:00,NSW1,102.0201,6085.73,5,1,1,2
2025-01-01 05:20:00,QLD1,103.22975,5761.69,5,1,1,2
2025-01-01 05:20:00,SA1,109.61909,1178.82,5,1,1,2
2025-01-01 05:20:00,TAS1,83.72859,957.65,5,1,1,2
2025-01-01 05:20:00,VIC1,97.36075,3721.57,5,1,1,2
2025-01-01 05:25:00,NSW1,99.27686,6091.29,5,1,1,2
2025-01-01 05:25:00,QLD1,99.75,5711.33,5,1,1,2
2025-01-01 05:25:00,SA1,105.44,1158.3,5,1,1,2
2025-01-01 05:25:00,TAS1,83.37847,961.64,5,1,1,2
2025-01-01 05:25:00,VIC1,93.88022,3713.06,5,1,1,2
2025-01-01 05:30:00,NSW1,89.92454,6051.63,5,1,1,2
2025-01-01 05:30:00,QLD1,89.73006,5682.32,5,1,1,2
2025-01-01 05:30:00,SA1,96.68909,1151.36,5,1,1,2
2025-01-01 05:30:00,TAS1,82.76135,984.86,5,1,1,2
2025-01-01 05:30:00,VIC1,85.67722,3689.71,5,1,1,2
2025-01-01 05:35:00,NSW1,87.5,6036.71,5,1,1,2
2025-01-01 05:35:00,QLD1,87.29631,5682.22,5,1,1,2
2025-01-01 05:35:00,SA1,93.48416,1158.82,5,1,1,2
2025-01-01 05:35:00,TAS1,82.27953,977.35,5,1,1,2
2025-01-01 05:35:00,VIC1,82.76594,3664.64,5,1,1,2
2025-01-01 05:40:00,NSW1,87.5,6026.5,5,1,1,2
2025-01-01 05:40:00,QLD1,86.63,5591.67,5,1,1,2
2025-01-01 05:40:00,SA1,95.8593,1178.84,5,1,1,2
2025-01-01 05:40:00,TAS1,82.46942,979.9,5,1,1,2
2025-01-01 05:40:00,VIC1,84.18898,3654.44,5,1,1,2
2025-01-01 05:45:00,NSW1,80.23864,5964.48,5,1,1,2
2025-01-01 05:45:00,QLD1,79.86396,5570.67,5,1,1,2
2025-01-01 05:45:00,SA1,89.64858,1179.2,5,1,1,2
2025-01-01 05:45:00,TAS1,82.06,973.24,5,1,1,2
2025-01-01 05:45:00,VIC1,78.42882,3618.89,5,1,1,2
2025-01-01 05:50:00,NSW1,76.00002,5891.3,5,1,1,2
2025-01-01 05:50:00,QLD1,77.73,5573.23,5,1,1,2
2025-01-01 05:50:00,SA1,84.87529,1165.94,5,1,1,2
2025-01-01 05:50:00,TAS1,79.47056,962.31,5,1,1,2
2025-01-01 05:50:00,VIC1,74.81187,3630.04,5,1,1,2
2025-01-01 05:55:00,NSW1,54.77482,5874.2,5,1,1,2
2025-01-01 05:55:00,QLD1,55.75,5497.18,5,1,1,2
2025-01-01 05:55:00,SA1,60.04184,1153.35,5,1,1,2
2025-01-01 05:55:00,TAS1,56.79109,959.25,5,1,1,2
2025-01-01 05:55:00,VIC1,53.4619,3594.48,5,1,1,2
2025-01-01 06:00:00,NSW1,55.18537,5869.68,6,1,1,2
2025-01-01 06:00:00,QLD1,55.75,5427.17,6,1,1,2
2025-01-01 06:00:00,SA1,59.73788,1139.59,6,1,1,2
2025-01-01 06:00:00,TAS1,56.86765,961.95,6,1,1,2
2025-01-01 06:00:00,VIC1,53.40015,3592.56,6,1,1,2
2025-01-01 06:05:00,NSW1,19.99886,5761.32,6,1,1,2
2025-01-01 06:05:00,QLD1,20.5267,5339.09,6,1,1,2
2025-01-01 06:05:00,SA1,21.31423,1127.38,6,1,1,2
2025-01-01 06:05:00,TAS1,20.33392,967.52,6,1,1,2
2025-01-01 06:05:00,VIC1,19.19,3585.92,6,1,1,2
2025-01-01 06:10:00,NSW1,43.73262,5829.94,6,1,1,2
2025-01-01 06:10:00,QLD1,44.95,5405.7,6,1,1,2
2025-01-01 06:10:00,SA1,46.39801,1150.31,6,1,1,2
2025-01-01 06:10:00,TAS1,44.10807,964.69,6,1,1,2
2025-01-01 06:10:00,VIC1,41.6267,3609.37,6,1,1,2
2025-01-01 06:15:00,NSW1,12.52423,5793.9,6,1,1,2
2025-01-01 06:15:00,QLD1,13.01534,5333.0,6,1,1,2
2025-01-01 06:15:00,SA1,13.21895,1106.49,6,1,1,2
2025-01-01 06:15:00,TAS1,12.74727,962.51,6,1,1,2
2025-01-01 06:15:00,VIC1,12.0,3587.13,6,1,1,2
2025-01-01 06:20:00,NSW1,-14.99996,5708.57,6,1,1,2
2025-01-01 06:20:00,QLD1,-15.38238,5319.3,6,1,1,2
2025-01-01 06:20:00,SA1,-15.75216,1089.1,6,1,1,2
2025-01-01 06:20:00,TAS1,-15.57355,958.62,6,1,1,2
2025-01-01 06:20:00,VIC1,-14.69743,3562.96,6,1,1,2
2025-01-01 06:25:00,NSW1,-18.54777,5720.83,6,1,1,2
2025-01-01 06:25:00,QLD1,-18.89,5271.31,6,1,1,2
2025-01-01 06:25:00,SA1,-19.28771,1078.97,6,1,1,2
2025-01-01 06:25:00,TAS1,-18.70538,972.06,6,1,1,2
2025-01-01 06:25:00,VIC1,-18.30546,3528.54,6,1,1,2
2025-01-01 06:30:00,NSW1,-18.68421,5728.44,6,1,1,2
2025-01-01 06:30:00,QLD1,-18.89,5213.17,6,1,1,2
2025-01-01 06:30:00,SA1,-19.63714,1086.06,6,1,1,2
2025-01-01 06:30:00,TAS1,-19.25513,975.12,6,1,1,2
2025-01-01 06:30:00,VIC1,-18.71055,3494.5,6,1,1,2
2025-01-01 06:35:00,NSW1,-18.92335,5771.57,6,1,1,2
2025-01-01 06:35:00,QLD1,-18.89,5174.9,6,1,1,2
2025-01-01 06:35:00,SA1,-19.51611,1048.79,6,1,1,2
